building_id,zip,energy_star_score,property_type,floor_area_building_SF,floor_area_parking_SF,year_built,total_ghg_emission_MTCO2e,site_eui_KBTUSF,weather_norm_site_eui_KBTUSF,source_eui_KBTUSF,weather_norm_source_eui_KBTUSF,water_use_KGAL,total_site_energy_KBTU,log_total_site_energy_KBTU,APN,ANUMBER,ST_NAME,ST_TYPE,ST_POST_DIR,PLAT,PROPERTY_TYPE,MULTIPLE_USES,TAX_EXEMPT,PARCEL_AREA_SQFT,NEIGHBORHOOD,COMMUNITY,WARD,ZONING,LANDUSE,LANDVALUE,BUILDINGVALUE,TOTALVALUE,EXEMPTSTATUS,HOMESTEAD,BUILDINGUSE,YEARBUILT,ABOVEGROUNDAREA,NUM_STORIES,GARAGE_PRESENT,PRIMARYHEATING,CONSTRUCTIONTYPE,EXTERIORTYPE,ROOF,FIREPLACES,BATHROOMS,BEDROOMS,ESRI_OID
138,55401,0,Office,432830,0,1987,11942,138,139,423,424,5659,59730540,17.90535401,2.30E+12,111,Washington,Ave,S,8760,Commercial,No,No,53468,DOWNTOWN WEST,CENTRAL,3,B4-1,OFFICE STRUCTURE,6416200,24153800,30570000,Not Tax Exempt,Not Homesteaded,Office,1986,65194,15,Yes,Steam,Reinforced Concrete,Concrete,Flat,0,0,0,140970
139,55404,0,Museum,466675,0,1915,7944,215,218,303,303,7337,100335125,18.42402639,3.40E+12,2430,3RD,Ave,S,17645,Commercial,No,Yes,369593,WHITTIER,POWDERHORN,10,OR3,"INSTITUTIONS:SCHL,COLLEGE",5543900,74959600,80503504,Tax Exempt,Not Homesteaded,Museum and Art Inst.,1974,121543,3,Yes,Steam,Concrete,Brick,Flat,0,0,0,65133
140,55401,97,Office,632935,137959,1980,4368,48,51,110,113,4745,30380880,17.22932402,2.30E+12,100,Washington,Ave,S,8750,Commercial,No,No,109219,DOWNTOWN WEST,CENTRAL,3,B4-1,OFFICE STRUCTURE,10921900,58608100,69530000,Not Tax Exempt,Not Homesteaded,Office,1979,35047,22,Yes,Steam,Reinforced Concrete,Other,Flat,0,0,0,71098
141,55402,72,Office,511622,73000,1981,7241,116,119,229,233,4140,59348152,17.89893154,2.70E+12,121,8TH,St,S,9010,Commercial,No,No,38775,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,8336600,16563400,24900000,Not Tax Exempt,Not Homesteaded,Office,1974,77728,16,Yes,Steam,Reinforced Concrete,Brick,Flat,0,0,0,3559
142,55402,85,Office,782575,151710,1991,9364,95,97,193,196,13300,74344625,18.12422194,3.30E+12,2536,Dupont,Ave,S,748,Condominium,No,No,13524,LOWRY HILL EAST,CALHOUN-ISLE,10,R6,SINGLE-FAMILY ATTACHED DWELLING,15600,84900,100500,Not Tax Exempt,Homesteaded,Condominium Unit,1968,639,1,Yes,Steam,Concrete,Stucco,Flat,0,1,1,3005
143,55402,58,Office,1075164,443810,1916,16975,105,107,249,252,26473,112892220,18.54194412,2.70E+12,608,2ND,Ave,S,9010,Commercial,No,No,32895,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,7236900,6393100,13630000,Not Tax Exempt,Not Homesteaded,Office,1917,68551,13,Yes,Steam,Reinforced Concrete,Other,Flat,0,0,0,58111
144,55402,87,Office,525997,70225,1960,7756,125,129,240,244,3402,65749625,18.00136453,2.20E+12,120,6TH,St,S,10360,Commercial,Yes,No,60555,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,13322100,35637900,48960000,Not Tax Exempt,Not Homesteaded,Office,1958,94801,28,Yes,Steam,Reinforced Concrete,Other,Flat,0,0,0,143931
145,55415,0,Parking,545975,545975,1983,648,6,6,18,19,190,3275850,15.00208794,2.30E+12,412,3RD,St,S,9756,Commercial,No,No,105758,DOWNTOWN WEST,CENTRAL,3,B4-1,GARAGE OR MISC RESID STRUCTURES,2950600,12754100,15704700,Not Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1983,94801,6,Yes,N/A,Reinforced Concrete,N/A,Flat,0,0,0,150947
146,55402,51,Hotel,555000,0,1990,0,122,123,213,215,28557,67710000,18.03074444,2.30E+12,15,1ST,St,S,10725,Condominium,No,No,166650,DOWNTOWN WEST,CENTRAL,3,B4S-1,SINGLE-FAMILY ATTACHED DWELLING,12200,110800,123000,Not Tax Exempt,Homesteaded,Condominium Unit,1965,667,1,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,1,1,3018
147,55402,91,Office,1170000,250153,1984,10546,53,55,141,143,8598,62010000,17.94280622,2.20E+12,100,5TH,St,S,2471,Commercial,No,No,24293,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,5223000,52397000,57620000,Not Tax Exempt,Not Homesteaded,Office,1984,33470,26,Yes,Steam,Reinforced Concrete,Other,Flat,0,0,0,149082
148,55454,0,Outpatient Rehabilitation/Physical Therapy,294230,0,1975,4374,130,129,243,242,11120,38249900,17.4596515,2.20E+12,560,Dupont,Ave,N,10360,Condominium,No,No,38877,LORING PARK,CENTRAL,3,B4N,SINGLE-FAMILY ATTACHED DWELLING,4428500,15118300,18211500,NA,Not Homesteaded,Condominium Unit,1972,243898,14,Yes,N/A,Other,Metal/Vinyl,Flat,NA,0,0,110998
149,55403,94,Office,1900988,141797,2001,17821,57,59,147,148,13454,108356316,18.50093558,2.70E+12,1000,Nicollet Mall,,,8400,Commercial,No,No,71508,DOWNTOWN WEST,CENTRAL,7,B4-1,OFFICE STRUCTURE,17519500,46660500,64180000,Not Tax Exempt,Not Homesteaded,Office,1998,140104,14,Yes,District Heat,Steel Frame,Other,Flat,0,0,0,112563
150,55401,6,Office,528599,0,1900,16762,163,164,487,488,9107,86161637,18.27173559,2.30E+12,255,2ND,Ave,S,8760,Commercial,No,No,105600,DOWNTOWN WEST,CENTRAL,3,B4-1,OFFICE STRUCTURE,11616000,14134000,25750000,Not Tax Exempt,Not Homesteaded,Computer Center,1979,243898,4,Yes,Steam,Concrete,Other,Flat,0,0,0,148355
151,55404,38,Hospital (General Medical & Surgical),8.00E+05,525000,2013,21039,210,212,426,426,35627,1.68E+08,18.93947454,3.50E+12,2525,Chicago,Ave,,9608,Commercial,Yes,No,167190,MIDTOWN PHILLIPS,PHILLIPS,9,OR3,"INSTITUTIONS:SCHL,COLLEGE",1791900,141758096,143550000,Not Tax Exempt,Not Homesteaded,Hospital,1972,461882,9,Yes,Hot Water,Reinforced Concrete,Other,Flat,0,0,0,109789
152,55403,3,Hotel,781000,0,1992,10618,118,121,224,227,46160,92158000,18.33901505,2.70E+12,1001,Marquette,Ave,,10840,Commercial,No,No,71921,DOWNTOWN WEST,CENTRAL,7,B4-1,PUBLIC ACCOMMODATIONS,11147800,104452200,115600000,Not Tax Exempt,Not Homesteaded,Hotel,1992,284541,25,Yes,Steam,Other,Brick,Flat,0,0,0,10182
153,55402,0,Parking,210700,0,1954,210,5,6,15,16,42,1053500,13.86762851,2.70E+12,910,Lasalle,Ave,,11130,Commercial,No,No,30100,DOWNTOWN WEST,CENTRAL,7,B4S-2,GARAGE OR MISC RESID STRUCTURES,5117000,3283000,8400000,Not Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1950,60120,6,Yes,N/A,Reinforced Concrete,N/A,Flat,0,0,0,84165
154,55401,0,Parking,479718,479718,1982,272,3,3,9,9,0,1439154,14.179566,2.20E+12,25,1ST,St,N,10242,Commercial,Yes,No,49132,NORTHLOOP,CENTRAL,3,B4S-1,GARAGE OR MISC RESID STRUCTURES,5278900,2891100,8170000,Not Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1982,80133,7,Yes,Unit Heaters,Reinforced Concrete,Concrete,Flat,0,0,0,164736
155,55419,43,Worship Facility,95345,180000,1930,911,93,99,161,167,1349,8867085,15.99785666,1.60E+12,5025,Knox,Ave,S,22410,Commercial,No,Yes,209930,LYNNHURST,SOUTHWEST,13,R1,"INSTITUTIONS:SCHL,COLLEGE",7347600,3552400,10900000,Tax Exempt,Not Homesteaded,Church,1946,94017,2,Yes,Steam,Concrete,Stone,Gable,0,0,0,141170
156,55402,84,Office,178008,0,1916,1782,92,98,167,174,2823,16376736,16.61137235,2.20E+12,15,5TH,St,S,10360,Commercial,No,No,17318,DOWNTOWN WEST,CENTRAL,3,B4-2,OFFICE STRUCTURE,2857500,5282500,8140000,Not Tax Exempt,Not Homesteaded,Office,1916,46238,12,Yes,Steam,Reinforced Concrete,Brick,Flat,0,0,0,14245
157,55407,39,Medical Office,75798,0,1986,1290,116,118,269,271,1255,8792568,15.98941738,3.50E+12,2751,Elliot,Ave,,2835,Commercial,No,No,14594,MIDTOWN PHILLIPS,PHILLIPS,9,OR3,OFFICE STRUCTURE,145900,12834100,12980000,Not Tax Exempt,Not Homesteaded,Medical Office Bldg,1986,84473,7,Yes,Steam,Steel Frame,Brick,Flat,0,0,0,38495
158,55407,0,Parking,174126,174126,1987,164,5,5,14,15,17,870630,13.67697237,3.50E+12,2215,Park,Ave,,4500,Commercial,Yes,No,85332,PHILLIPS WEST,PHILLIPS,6,OR3,"INSTITUTIONS:SCHL,COLLEGE",853300,14429200,15282500,Not Tax Exempt,Not Homesteaded,Hospital,1986,49387,1,Yes,Steam,Concrete,Metal/Vinyl,Flat,0,0,0,152693
159,55401,77,Office,75203,0,1930,784,66,70,164,168,3662,4963398,15.41760114,2.20E+12,100,2ND,Ave,N,11195,Commercial,No,No,23314,NORTHLOOP,CENTRAL,3,B4N,OFFICE STRUCTURE,1981700,5498300,7480000,Not Tax Exempt,Not Homesteaded,Office,1890,41908,4,Yes,Steam,Brick & Mill,Brick,Flat,0,0,0,82685
160,55404,80,Hotel,85608,0,1926,584,98,105,125,133,9959,8389584,15.94250149,2.70E+12,416,10TH,St,S,10840,Commercial,No,No,31375,DOWNTOWN WEST,CENTRAL,7,B4N,PUBLIC ACCOMMODATIONS,1380500,1000,1381500,Not Tax Exempt,Not Homesteaded,Hotel,1927,59584,3,Yes,Steam,Wood Frame,Brick,Flat,0,0,0,57742
161,55401,77,Office,68043,0,1895,768,72,75,178,182,907,4899096,15.40456126,2.20E+12,333,Washington,Ave,N,10173,Commercial,No,No,24079,NORTHLOOP,CENTRAL,3,B4S-1,OFFICE STRUCTURE,1926300,3603700,5530000,Not Tax Exempt,Not Homesteaded,Office,1895,32400,5,Yes,Steam,Brick & Mill,Brick,Flat,0,0,0,76854
162,55403,0,Other,85700,10000,1906,522,61,65,103,107,330,5227700,15.46948197,2.80E+12,1936,Lyndale,Ave,S,9690,Commercial,No,Yes,86555,LOWRY HILL EAST,CALHOUN-ISLE,10,C2,"INSTITUTIONS:SCHL,COLLEGE",3462200,2904300,6366500,Tax Exempt,Not Homesteaded,School,1900,70137,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,42803
163,55401,32,K-12 School,89000,0,1968,906,75,81,164,169,1370,6675000,15.71387976,2.20E+12,277,12TH,Ave,N,4458,Commercial,No,No,146616,NORTHLOOP,CENTRAL,5,I2,"INSTITUTIONS:SCHL,COLLEGE",3225600,1466400,4692000,Not Tax Exempt,Not Homesteaded,School,1968,89688,2,Yes,Steam,Concrete,Concrete,Flat,0,0,0,2071
164,55403,0,Office,90260,0,1910,1015,119,126,193,200,3176,10740940,16.18957317,2.70E+12,1635,Hennepin,Ave,,11240,Commercial,No,No,25297,LORING PARK,CENTRAL,7,C3A,"BAR,RESTAURANT,CLUB,ENTERTAINMENT, ETC",992700,2958300,3951000,Not Tax Exempt,Not Homesteaded,Retail & Multi-tenant,1911,67657,3,Yes,Steam,Concrete,Brick,Flat,0,0,0,103435
165,55403,0,Other,55237,7500,1976,1695,242,247,495,497,1629,13367354,16.40832602,2.70E+12,1130,Nicollet Mall,,,8400,Commercial,No,Yes,42509,DOWNTOWN WEST,CENTRAL,7,B4S-2,"BAR,RESTAURANT,CLUB,ENTERTAINMENT, ETC",7014000,12345000,19359000,Tax Exempt,Not Homesteaded,Frat/Soc Club Union,1975,69012,3,Yes,Steam,Reinforced Concrete,Metal/Vinyl,Flat,0,0,0,5385
166,55404,0,Convention Center,83721,0,1980,273,37,39,57,60,386,3097677,14.94616303,3.50E+12,2540,Park,Ave,,16390,Commercial,No,Yes,71850,PHILLIPS WEST,PHILLIPS,6,OR3,OFFICE STRUCTURE,718500,5936000,6654500,Tax Exempt,Not Homesteaded,Com Use w SF model,1906,54710,3,Yes,Steam,Concrete,Brick,Hip,0,0,0,145338
167,55401,0,College/University,100608,0,1886,1168,95,101,190,196,1060,9557760,16.07286395,2.20E+12,300,1ST,Ave,N,10360,Commercial,No,No,27037,DOWNTOWN WEST,CENTRAL,3,B4S-1,OFFICE STRUCTURE,2974100,4815900,7790000,Not Tax Exempt,Not Homesteaded,Office,1887,47141,5,Yes,Steam,Brick & Mill,Brick,Flat,0,0,0,9383
168,55454,22,Other - Specialty Hospital,238780,0,2011,7074,271,271,488,488,17120,64709380,17.98541673,2.50E+12,2450,Riverside,Ave,,11830,Commercial,No,Yes,81641,CEDAR RSIDE/WEST BANK,UNIVERSITY,2,OR3,"INSTITUTIONS:SCHL,COLLEGE",1469500,83197504,84667000,Tax Exempt,Not Homesteaded,Hospital,2009,222279,8,Yes,Steam,Reinforced Concrete,Other,Flat,0,0,0,79717
169,55403,23,Residence Hall/Dormitory,96530,0,1922,1650,137,141,279,282,9147,13224610,16.39759005,2.20E+12,1010,Currie,Ave,,11200,Commercial,Yes,No,28600,DOWNTOWN WEST,CENTRAL,7,B4C-1,GROUP RESIDENCE,1264000,8962500,10226500,Not Tax Exempt,Not Homesteaded,Rehab Center,1925,91260,6,Yes,Hot Water,Concrete,Brick,Flat,0,0,0,93506
170,55401,83,Office,127484,0,1905,106,52,54,130,131,4552,6629168,15.70698986,2.20E+12,702,1ST,St,N,6800,Commercial,No,No,22771,NORTHLOOP,CENTRAL,3,C3A,OFFICE STRUCTURE,1594000,5896000,7490000,Not Tax Exempt,Not Homesteaded,Office,1906,57336,3,Yes,Forced Air,Brick & Mill,Brick,Flat,0,0,0,118874
171,55413,51,Office,99317,0,1984,1507,99,104,240,245,1945,9832383,16.10119188,2.30E+12,10,2ND,St,NE,2382,Commercial,No,No,38877,NICOLLET IS/EAST BANK,UNIVERSITY,3,C3A,OFFICE STRUCTURE,1555100,1404900,2960000,Not Tax Exempt,Not Homesteaded,Office,1984,83806,4,Yes,Steam,Reinforced Concrete,Brick,Flat,0,0,0,79365
172,55402,0,Parking,76114,385200,1961,397,58,62,90,94,294,4414612,15.30043051,2.70E+12,921,Marquette,Ave,,9010,Commercial,No,No,8587,DOWNTOWN WEST,CENTRAL,7,B4-2,GARAGE OR MISC RESID STRUCTURES,1545700,664300,2210000,Not Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1961,163663,5,Yes,N/A,Reinforced Concrete,Concrete,Flat,0,0,0,64866
173,55408,86,Retail Store,91805,0,1978,714,46,48,122,122,601,4223030,15.25606344,3.40E+12,10,Lake,St,W,16610,Commercial,No,No,308190,WHITTIER,POWDERHORN,10,C3S,RETAIL,6163800,3886200,10050000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1977,101120,1,Yes,Forced Air,Concrete,Concrete,Flat,0,0,0,41987
174,55405,0,Other,99922,0,1956,1370,113,121,224,232,1387,11291186,16.23953298,2.90E+12,2800,Wayzata,Blvd,,8200,Commercial,No,No,375808,BRYN MAWR,CALHOUN-ISLE,7,OR2,OFFICE STRUCTURE,4810300,189700,5.00E+06,Not Tax Exempt,Not Homesteaded,Office,1956,67681,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,47331
175,55402,80,Hotel,115600,37440,1998,1211,73,0,166,0,3820,8438800,15.94835068,3.30E+12,2536,Dupont,Ave,S,748,Condominium,No,No,13524,LOWRY HILL EAST,CALHOUN-ISLE,10,R6,SINGLE-FAMILY ATTACHED DWELLING,15600,84900,100500,Not Tax Exempt,Homesteaded,Condominium Unit,1968,639,1,Yes,Steam,Concrete,Stucco,Flat,0,1,1,3005
176,55403,64,Worship Facility,106412,30000,1916,638,56,61,100,105,868,5959072,15.60042532,2.70E+12,511,Groveland,Ave,,8700,Commercial,No,Yes,145470,LORING PARK,CENTRAL,7,OR3,"INSTITUTIONS:SCHL,COLLEGE",5405400,12806100,18211500,Tax Exempt,Not Homesteaded,Church,1925,8399,2,Yes,Steam,Wood Frame,Stucco,Flat,0,0,0,74637
177,55403,0,Office,1.00E+05,0,1983,2296,139,140,359,359,1969,13900000,16.4473994,2.70E+12,90,11TH,St,S,10840,Commercial,No,No,50072,DOWNTOWN WEST,CENTRAL,7,B4-1,OFFICE STRUCTURE,10239000,1000,10240000,Not Tax Exempt,Not Homesteaded,Broadcast Studio,1982,69160,2,Yes,Steam,Concrete,Stone,Flat,0,0,0,18478
178,55416,0,Office,155000,149646,1953,2653,163,166,287,290,42,25265000,17.0449306,5.03E+11,3033,Excelsior,Blvd,,21410,Commercial,Yes,No,212336,WEST CALHOUN,CALHOUN-ISLE,13,OR2,OFFICE STRUCTURE,8613400,16577600,25191000,Not Tax Exempt,Not Homesteaded,Office,1955,158970,5,Yes,Steam,Steel Frame,Other,Flat,0,0,0,165628
179,55401,42,Hotel,81300,19300,2000,864,74,77,170,176,2714,6016200,15.60996639,2.70E+12,225,Washington,St,S,8943,Commercial,No,No,15000,DOWNTOWN WEST,CENTRAL,7,B4-1,PUBLIC ACCOMMODATIONS,1380500,4192900,6528000,NA,Not Homesteaded,Hotel,2001,63075,4,Yes,Forced Air,Steel Frame,Other,Flat,NA,0,0,145726
180,55414,0,Other - Specialty Hospital,103570,0,1990,2928,250,253,468,472,5,25892500,17.06946391,2.20E+12,3200,54TH,St,W,22410,Commercial,No,No,89472,WEST CALHOUN,SOUTHWEST,13,R1A,RETAIL,6163800,12345000,20400000,NA,Not Homesteaded,Shopping Center,2010,84473,1,Yes,Forced Air,Concrete,Concrete,Flat,NA,0,0,141170
181,55404,54,Hospital (General Medical & Surgical),165169,0,1987,3164,165,168,316,315,4601,27252885,17.12066995,3.60E+12,1315,Lake,St,,19110,Commercial,No,No,162241,MIDTOWN PHILLIPS,PHILLIPS,7,C3S,RETAIL,2684200,2025600,5520000,NA,Not Homesteaded,2 Fam. Conv. Sgl. Dwlg.,1983,63914,2,Yes,Forced Air,Brick & Mill,Other,Flat,NA,0,0,51275
182,55415,88,Office,71010,0,1906,442,39,41,98,100,316,2769390,14.83413764,2.30E+12,312,3RD,St,S,10360,Commercial,No,No,10230,DOWNTOWN WEST,CENTRAL,3,B4-1,OFFICE STRUCTURE,971900,3038100,4010000,Not Tax Exempt,Not Homesteaded,Office,1906,19860,6,Yes,Steam,Concrete,Brick,Flat,0,0,0,56715
183,55404,76,Office,71756,0,1963,691,99,0,163,0,929,7103844,15.7761466,2.70E+12,122,Franklin,Ave,W,8200,Commercial,Yes,No,66746,STEVENS SQ/LORING HGTS,CENTRAL,7,OR2,OFFICE STRUCTURE,2789800,9469200,12259000,Not Tax Exempt,Not Homesteaded,Office,1962,56298,6,Yes,Steam,Steel Frame,Concrete,Flat,0,0,0,51242
184,55454,0,Library,70000,0,1997,1005,118,123,233,239,3287,8260000,15.92693515,2.50E+12,630,22ND,Ave,S,11860,Commercial,Yes,No,127097,CEDAR RSIDE/WEST BANK,UNIVERSITY,2,OR3,"MIXED OFFICE,RETAIL,RESIDENTIAL, ETC",2407700,22268300,24676000,Not Tax Exempt,Not Homesteaded,Com Orig w 4up Apts,1996,54750,3,Yes,Steam,Reinforced Concrete,Concrete,Flat,0,0,0,13232
185,55403,0,Vocational School,73050,180000,1949,676,103,111,160,168,436,7524150,15.83362841,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
186,55405,64,Worship Facility,79392,0,1928,425,52,57,90,96,378,4128384,15.23339661,3.30E+12,2324,Emerson,Ave,S,17250,Commercial,No,Yes,107872,EAST ISLES,CALHOUN-ISLE,7,R4,"INSTITUTIONS:SCHL,COLLEGE",5393600,8176400,13570000,Tax Exempt,Not Homesteaded,Church,1927,67995,3,Yes,Hot Water,Concrete,Stone,Flat,0,0,0,83208
187,55414,64,Office,58968,10000,1981,926,107,110,250,253,1027,6309576,15.65757904,3.00E+12,2701,University,Ave,SE,5860,Commercial,No,No,81189,PROSPECT PK/E RIVER RD,UNIVERSITY,2,OR2,OFFICE STRUCTURE,4059500,2826500,6886000,Not Tax Exempt,Not Homesteaded,Office,1981,29484,4,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,0,0,56422
188,55415,68,Office,73722,9500,1927,791,101,105,178,182,255,7445922,15.82317706,2.60E+12,404,8TH,St,S,8200,Commercial,Yes,No,28675,DOWNTOWN WEST,CENTRAL,7,B4-1,OFFICE STRUCTURE,2414000,3802500,6216500,Not Tax Exempt,Not Homesteaded,Office,1957,16120,2,Yes,Steam,Reinforced Concrete,Brick,Flat,0,0,0,8114
189,55415,29,Worship Facility,73986,0,2003,532,60,63,118,121,973,4439160,15.30597573,2.60E+12,720,13TH,Ave,S,11280,Commercial,No,Yes,72600,ELLIOT PARK,CENTRAL,6,B4N,"INSTITUTIONS:SCHL,COLLEGE",2032800,4357700,6390500,Tax Exempt,Not Homesteaded,Church,1885,46680,3,Yes,Hot Water,Concrete,Brick,Gable,0,0,0,8673
190,55408,0,Fitness Center/Health Club/Gym,61000,32000,1960,1231,183,189,336,341,3210,11163000,16.2281153,3.03E+11,3335,Blaisdell,Ave,,17750,Commercial,No,Yes,67388,LYNDALE,POWDERHORN,8,R5,SPORT OR RECREATION FACILITY,1347800,8390200,9738000,Tax Exempt,Not Homesteaded,Comm. Recreational,1961,51572,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,1630
191,55402,2,Hotel,73439,0,1912,1570,206,209,357,361,5190,15128434,16.53208658,2.70E+12,901,Hennepin,Ave,,8400,Commercial,No,No,5747,DOWNTOWN WEST,CENTRAL,7,B4S-2,PUBLIC ACCOMMODATIONS,718400,4721600,5440000,Not Tax Exempt,Not Homesteaded,Hotel,1908,63499,5,Yes,District Heat,Concrete,Brick,Flat,0,0,0,7427
192,55415,96,Office,83456,120516,2002,668,56,58,128,130,697,4673536,15.35742652,2.30E+12,1101,River,Pkwy,W,5776,Commercial,No,No,145652,DOWNTOWN EAST,CENTRAL,3,I1,OFFICE STRUCTURE,8045200,6994800,15040000,Not Tax Exempt,Not Homesteaded,Office,2001,82195,4,Yes,Forced Air,Concrete,Brick,Flat,0,0,0,78792
193,55403,0,College/University,75019,0,2005,1324,157,162,290,294,960,11777983,16.2817425,2.30E+12,250,Lyndale,St,SE,7420,Commercial,No,No,116180,DOWNTOWN WEST,CENTRAL,3,B4-2,OFFICE STRUCTURE,7755000,3651100,9499500,NA,Not Homesteaded,Office,1885,16120,1,Yes,Hot Water,Concrete,Stone,Flat,NA,0,0,4836
194,55404,16,Office,176529,0,1982,3617,179,185,339,346,5296,31598691,17.26862625,2.60E+12,825,8TH,St,S,10440,Commercial,No,No,13690,ELLIOT PARK,CENTRAL,6,OR3,OFFICE STRUCTURE,465500,3837500,4303000,Not Tax Exempt,Not Homesteaded,Office,1970,20540,13,Yes,Steam,Reinforced Concrete,Brick,Flat,0,0,0,117578
195,55415,0,Performing Arts,272630,88000,2006,4863,166,171,298,303,8082,45256580,17.62785863,2.30E+12,212,9TH,Ave,S,8154,Commercial,No,Yes,24811,DOWNTOWN EAST,CENTRAL,3,C3A,"INSTITUTIONS:SCHL,COLLEGE",2042100,5246400,7288500,Tax Exempt,Not Homesteaded,Theater,2005,21628,5,Yes,N/A,Reinforced Concrete,Other,Flat,0,0,0,76130
196,55401,78,Office,119155,0,2003,1190,105,111,171,174,1865,12511275,16.3421408,2.60E+12,1540,3RD,St,S,11860,Commercial,No,Yes,68926,HOLLAND,CENTRAL,7,OR3,OFFICE STRUCTURE,20267100,29638200,32385000,NA,Not Homesteaded,Office,2003,511896,14,Yes,Forced Air,Concrete,Metal/Vinyl,Flat,NA,0,0,148355
197,55401,0,Social/Meeting Hall,51685,0,1895,381,66,72,122,128,271,3411210,15.04257763,2.20E+12,100,1ST,Ave,N,10360,Commercial,No,No,21384,NORTHLOOP,CENTRAL,3,B4N,"BAR,RESTAURANT,CLUB,ENTERTAINMENT, ETC",2031500,588500,2620000,Not Tax Exempt,Not Homesteaded,Center Neigh/Comm.,1889,41244,4,Yes,Forced Air,Brick & Mill,Brick,Flat,0,0,0,60739
198,55413,38,K-12 School,82664,0,1966,653,81,88,134,142,1274,6695784,15.71698863,1.30E+12,1600,Buchanan,St,,1820,Commercial,No,Yes,95313,NORTHEAST PARK,NORTHEAST,1,R1A,"INSTITUTIONS:SCHL,COLLEGE",374700,6133800,6508500,Tax Exempt,Not Homesteaded,School,1966,79960,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,144943
199,55402,0,Mixed Use Property,717654,137974,1987,8260,96,98,187,191,6396,68894784,18.04809103,2.20E+12,100,6TH,Ave,S,8740,Commercial,No,No,33563,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,8242900,7555000,15040000,NA,Not Homesteaded,Office,1985,68551,15,Yes,N/A,Reinforced Concrete,Concrete,Flat,NA,0,0,69869
200,55402,0,College/University,80275,7950,1920,0,155,159,296,300,1,12442625,16.33663864,2.70E+12,15,9TH,St,S,8400,Commercial,No,No,24247,DOWNTOWN WEST,CENTRAL,7,B4S-2,OFFICE STRUCTURE,3030900,4428600,7459500,Not Tax Exempt,Not Homesteaded,Office,1917,32110,4,Yes,Steam,Concrete,Brick,Flat,0,0,0,153889
201,55402,0,Other,56201,0,1914,1002,131,137,285,293,961,7362331,15.81188715,2.70E+12,625,2ND,Ave,S,9010,Commercial,No,No,13500,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,2497500,382500,2880000,Not Tax Exempt,Not Homesteaded,Office,1913,26911,5,Yes,Steam,Concrete,Brick,Flat,0,0,0,159375
202,55403,0,Other - Mall,60000,16000,1998,1086,164,172,298,308,291,9840000,16.10196627,2.70E+12,811,Lasalle,Ave,,7247,Commercial,Yes,No,45495,DOWNTOWN WEST,CENTRAL,7,B4-2,RETAIL,1745300,336700,2082000,Not Tax Exempt,Not Homesteaded,Retail & Multi-tenant,1969,81184,2,Yes,Steam,Reinforced Concrete,Other,Flat,0,0,0,107444
203,55410,0,Mixed Use Property,42147,45681,2000,1046,125,128,381,390,828,5268375,15.47723252,1.70E+12,4999,France,Ave,S,24070,Commercial,No,No,42100,FULTON,SOUTHWEST,13,C2,RETAIL,2105000,14595000,16700000,Not Tax Exempt,Not Homesteaded,Store & Office,2000,42147,2,Yes,Forced Air,Concrete,Brick,Hip,0,0,0,132296
204,55411,100,Supermarket/Grocery Store,80135,0,2008,3100,243,246,609,608,1322,19472805,16.78452943,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
205,55414,0,Vocational School,70080,29164,1924,1028,105,108,235,239,2938,7358400,15.81135308,2.30E+12,101,4TH,St,SE,6030,Commercial,No,No,16236,MARCY-HOLMES,UNIVERSITY,3,C2,"INSTITUTIONS:SCHL,COLLEGE",649400,3651100,4300500,Not Tax Exempt,Not Homesteaded,School,1927,62306,4,Yes,Forced Air,Concrete,Brick,Flat,0,0,0,7972
