Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2016,172151,6045 Kenwood Building,6045 South Kenwood Avenue,60637,WOODLAWN,Office,99164,1914,1,,13280230.8,98010,8251769.7,21933479.9,,439.3,742.8,446,750.8,4156.8,41.9,41.78471041,-87.59260612,"(41.78471041, -87.59260612)"
2016,172145,Mount Carmel High School,6410-28 south dante avenue,60637-3896,WOODLAWN,K-12 School,150110,1924,4,59,3739657.8,11137906.4,,,,99.1,156.1,110,167.6,1283,8.5,41.7777989,-87.59017946,"(41.7777989, -87.59017946)"
2016,172137,Newberry Plaza Townhouse Owners Association,1000 N. State St.,60610,NEAR NORTH SIDE,Multifamily Housing,60000,1975,1,,1515037.2,891635,,,,40.1,94.9,39.9,94.3,326.6,5.4,41.90079756,-87.62909417,"(41.90079756, -87.62909417)"
2016,172132,Hotel Indigo Chicago Downtown Gold Coast,1244 N. Dearborn Street,60610,NEAR NORTH SIDE,Hotel,73450,1926,1,14,4948334.9,8856538.1,,,,187.9,338.2,187.9,338.2,1385.3,18.9,41.9052343,-87.63045029,"(41.9052343, -87.63045029)"
2016,172131,1765 N Elston Ave,1765 N. Elston,60642,WEST TOWN,Office,128600,2013,1,100,324481.2,3296509.6,,,,28.2,34.8,32.5,39.3,234.9,1.8,41.91458945,-87.66498439,"(41.91458945, -87.66498439)"
2016,172130,Canterbury Court Apartments,1220 N State Parkway,60610,NEAR NORTH SIDE,Multifamily Housing,99680,1928,1,51,2277835.5,9021425.7,,,,113.4,166.8,121.7,174.6,899,9,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2016,172129,73 East Elm Street Condominium Association,73 E Elm St,60611,NEAR NORTH SIDE,Multifamily Housing,97403,1930,1,44,1393045.2,7122200,,,,87.4,121.7,96.3,129.4,635.1,6.5,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2016,172128,The Moody Memorial Church,1609 1641 N LASALLE DR,60614,LINCOLN PARK,Worship Facility,145300,1925,1,26,5189556.5,6762000,,,,82.3,161,87.3,166.3,1315.7,9.1,41.91180513,-87.63261624,"(41.91180513, -87.63261624)"
2016,172126,Altgeld Club Condominium,1350 W Fullerton Ave,60614,LINCOLN PARK,Multifamily Housing,103879,1998,1,88,2368552.4,3645254.4,,,,57.9,108.4,60.9,111.6,630.2,6.1,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2016,172124,1165 N. Clark,1165 N. Clark,60610,NEAR NORTH SIDE,Office,102428,1980,1,37,10545291,,,,,103,323.3,103,323.3,1943.7,19,41.90363952,-87.63103715,"(41.90363952, -87.63103715)"
2016,172115,999 Lake Shore Drive,999 N. Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,111220,1912,1,59,2275264.9,7082477.9,,,,84.1,131.1,91.8,137.7,795.6,7.2,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2016,172114,Latin School of Chicago Upper School,59 W. North BLVD,60610,NEAR NORTH SIDE,K-12 School,151751,1969,1,18,7070711.5,7958699.7,,,,99,201.4,102.3,204.8,1726,11.4,41.91076436,-87.63123869,"(41.91076436, -87.63123869)"
2016,172110,1260 Dearborn,1260 N Dearborn,60610,NEAR NORTH SIDE,Multifamily Housing,104400,1929,1,78,2165146,7739836.6,,,,94.9,143,101.9,148.6,810.2,7.8,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2016,172106,55 W. Chestnut Apartments,55 W. Chestnut St.,60642,NEAR NORTH SIDE,Multifamily Housing,205000,1957,1,45,4531439.7,12544492.8,,,,83.3,133.7,87.8,136.3,1501.5,7.3,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2016,172103,21 E Chestnut Conodminium Association,21 E Chestnut Street,60611,NEAR NORTH SIDE,Multifamily Housing,122400,1962,1,11,4507180.3,9681585.3,,,,115.9,198.7,124.4,206.2,1345,11,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2016,172078,Morgan Park United Methodist Church,11030 S. Longwood Dr,60463,MORGAN PARK,Worship Facility,50000,1927,1,93,669842.8,42423.7,,,,14.2,43,14.4,43.1,125.7,2.5,41.69376514,-87.67196572,"(41.69376514, -87.67196572)"
2016,172066,Saint Bede the Venerable Parish,4400 West 83rd Street,60652,ASHBURN,K-12 School,145384,1953,4,,1650251.7,4827864.3,,,,44.6,70.5,49.6,75.8,560.6,3.9,41.74245442,-87.73186844,"(41.74245442, -87.73186844)"
2016,172065,CICERO ANNEX,8101-8159 S. CICERO AVE,60652,ASHBURN,Strip Mall,66423,1950,1,,2277465.3,1718531.2,,,,60.2,134.8,62.6,133.5,511.1,7.7,41.74475997,-87.74025403,"(41.74475997, -87.74025403)"
2016,172064,Ford City Condominium Association,4300 W Ford City Dr 105,60652,WEST LAWN,Other - Lodging/Residential,150000,1969,7,,1999958.5,19001261.9,,,,140,174.9,140.6,176.6,1377.9,9.2,41.74592047,-87.71315983,"(41.74592047, -87.71315983)"
2016,172055,Catalyst-Maria,6727 S. California Avenue,60629,CHICAGO LAWN,K-12 School,175970,1951,1,92,1204558.5,12673007.2,,,,78.9,97.1,78.8,96.9,895.2,5.1,41.77105313,-87.69247557,"(41.77105313, -87.69247557)"
2016,172053,Leo High School,7901 South Sangamon,60620,AUBURN GRESHAM,K-12 School,88206,1926,1,80,794480.8,5653200.2,,,,73.1,95.6,73.1,95.6,446.7,5.1,41.75029724,-87.64707116,"(41.75029724, -87.64707116)"
2016,172037,Bishop Plaza,1400-24 W. 47th Street,60609,NEW CITY,Strip Mall,62183,1981,2,,2165176.7,1203190.2,,,,54.2,129.6,,,463,7.4,41.80996786,-87.6606919,"(41.80996786, -87.6606919)"
2016,171995,7000-7010 S. Pulaski Road,7000-7010 S. Pulaski Road,60629,WEST LAWN,Retail Store,64215,1985,1,,6650895.6,4211169.1,,,,169.2,394.1,173.5,398.6,1449.6,22.6,41.76545745,-87.72352777,"(41.76545745, -87.72352777)"
2016,171991,Saint Mary Star of the Sea Parish,6449 South Kilbourn Avenue,60629,WEST LAWN,K-12 School,124161,1958,3,77,1946300.3,5105354.8,,,,56.8,92.4,62.3,98.2,629.9,5.1,41.775874,-87.734841,"(41.775874, -87.734841)"
2016,171924,207,4640 S. Halsted,60609,NEW CITY,Supermarket/Grocery Store,146189,1955,1,94,11210603.7,5031606.8,,,,111.1,276.9,115.2,281.2,2333.6,16,41.81001104,-87.64727171,"(41.81001104, -87.64727171)"
2016,171887,Parc Lofts,1820 N Spaulding,60647,LOGAN SQUARE,Multifamily Housing,65000,2015,1,78,1182824.4,2547660.6,,,,57.4,98.3,60.7,100.5,353.3,5.4,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
2016,171886,North & Talman Elderly Apartments,1600 N Talman,60647,WEST TOWN,Multifamily Housing,60000,2008,1,84,1202145.4,2194194,,,,56.6,97.7,60.4,101.6,319.5,5.3,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
2016,171880,"Noble Street Lofts Condominium Association, Inc.",515-517 N. Noble St.,60642,WEST TOWN,Multifamily Housing,66000,1990,1,76,1614933.7,2046254.5,,,,55.5,109.4,57.6,109.7,406.4,6.2,41.89983093,-87.65764114,"(41.89983093, -87.65764114)"
2016,171878,Josephinum Academy,1501 N. Oakley Blvd.,60622,WEST TOWN,K-12 School,85000,1959,1,85,588574.1,4859980.4,,,,64.1,81.8,71.4,89.4,366.6,4.3,41.90876585,-87.68434031,"(41.90876585, -87.68434031)"
2016,168538,Lofts of River East,401-465 Illinois,60611,NEAR NORTH SIDE,Multifamily Housing,394449,1905,1,98,5062831.4,12612515.5,,,,44.8,73.9,48.2,77.5,1606,4.1,41.89104361,-87.6171899,"(41.89104361, -87.6171899)"
2016,168367,Digital Printer's Row,600 South Federal,60605,LOOP,Multifamily Housing,350000,1912,1,,79129534.5,,,,,226.1,709.9,226.1,709.9,14630.6,41.8,41.87429714,-87.62995134,"(41.87429714, -87.62995134)"
2016,168225,2970 North Sheridan,2970 North Sheridan,60657,LAKE VIEW,Multifamily Housing,244440,1925,1,94,3578048.4,14844465.5,,,,75.4,109.7,82.8,117.6,1448,5.9,41.93626929,-87.63934761,"(41.93626929, -87.63934761)"
2016,168174,Kelly High S-CPS,4136 S California Ave,60632,BRIGHTON PARK,K-12 School,298432,1928,1,64,8542429.9,15555775.7,,,,80.7,144.6,88.2,151.4,2400.8,8,41.81904637,-87.69457219,"(41.81904637, -87.69457219)"
2016,167562,Lincoln Park-CPS,2016 N Orchard,60614,LINCOLN PARK,K-12 School,341821,1901,1,89,6109578.4,15799703,,,,64.1,104.7,72.2,114.3,1965.3,5.7,41.91836118,-87.64617038,"(41.91836118, -87.64617038)"
2016,167479,Lincoln Park Commons Condominium Association,2650-2700 N. Clark St.,60614,LINCOLN PARK,Mixed Use Property,103000,2003,1,21,6089812.7,4563119.9,,,,103.4,232.2,108.8,237.8,1364.9,13.3,41.93184564,-87.6446088,"(41.93184564, -87.6446088)"
2016,166787,St. Peter's Church,110 W Madison St,60602,LOOP,Worship Facility,68779,1900,1,1,2949395.9,4917064.4,,,,114.4,209.7,120.6,213.2,804.8,11.7,41.88232711,-87.63149179,"(41.88232711, -87.63149179)"
2016,166547,Holy Angels School Annex,750 East 40th Street,60653,GRAND BOULEVARD,K-12 School,105351,1992,1,87,702818.1,4258196.8,,,,47.1,63.4,53.8,71,355.7,3.4,41.82184741,-87.6083165,"(41.82184741, -87.6083165)"
2016,166543,North & Kostner,4501 W. North Avenue,60639,HUMBOLDT PARK,Retail Store,235761,2009,1,75,10221304.5,1864852.7,,,,51.3,144.4,52.1,144.4,1983.1,8.4,41.9096931,-87.73945998,"(41.9096931, -87.73945998)"
2016,166264,University Center Chicago,525 S State St,60605,LOOP,Residence Hall/Dormitory,674000,2004,1,64,26754119.8,28352698.3,,,,81.8,168.8,85,170.9,6437.3,9.6,41.8750023,-87.62716306,"(41.8750023, -87.62716306)"
2016,166134,John G Shedd Aquarium,1200 South Lake Shore Drive,60605,NEAR SOUTH SIDE,Other,452756,1929,1,,58818956.2,30746437.2,,,,197.8,479.2,200.9,479.2,12474.7,27.6,41.86761516,-87.61362973,"(41.86761516, -87.61362973)"
2016,165924,Lincoln Park Plaza,600 W Diversey Pkwy,60614,LAKE VIEW,Multifamily Housing,270315,1982,1,81,6523774.7,14446172.6,,,,77.6,131.9,84.4,139,1969.8,7.3,41.93284849,-87.64381155,"(41.93284849, -87.64381155)"
2016,165827,"The Renaissance Collaborative, Inc",3757 S. Wabash,60653,DOUGLAS,Multifamily Housing,64000,1915,1,61,1837556.1,3594093.8,,,,84.9,149.1,90.4,154.9,529.6,8.3,41.82569128,-87.62439194,"(41.82569128, -87.62439194)"
2016,165819,5000 S Indiana - 2017 Data Confirmed,5000 S. Indiana,60637,GRAND BOULEVARD,Multifamily Housing,97465,1982,1,58,3471184.6,,,,,35.6,111.8,36.9,115.7,639.8,6.6,41.80363832,-87.62178136,"(41.80363832, -87.62178136)"
2016,165812,South Chicago Elderly Housing,3039 E. 91st Street,60617,SOUTH CHICAGO,Multifamily Housing,137000,1925,1,14,3493973.3,10823581.9,,,,104.5,163,115.7,174.8,1218.9,8.9,41.7298131,-87.54926203,"(41.7298131, -87.54926203)"
2016,165730,The Womens Treatment Center,140 North Ashland Ave.,60607,NEAR WEST SIDE,Residential Care Facility,104000,1920,1,,6147205.9,10626190.5,,,,161.3,292.9,172,302.1,1697.5,16.3,41.88445958,-87.66693781,"(41.88445958, -87.66693781)"
2016,165722,Drake Hotel,140 E. Walton Place,60611,NEAR NORTH SIDE,Hotel,667000,1920,1,88,24267781.8,9166100.3,,,,50.1,128.7,,,4959.9,7.4,41.90042423,-87.62339349,"(41.90042423, -87.62339349)"
2016,165717,Solheim Center 930 N. Wells,930 N. Wells,60610,NEAR NORTH SIDE,College/University,77807,1990,1,,3076182.1,2045881.8,,,,65.8,151.8,69.3,155.4,675.7,8.7,41.90017901,-87.63514409,"(41.90017901, -87.63514409)"
2016,165664,DANK Haus German American Cultural Center,4740 N Western Ave,60625,LINCOLN SQUARE,Mixed Use Property,61042,1927,1,,496276.1,2533770.8,,,,49.6,69.1,53.9,73.2,226.1,3.7,41.96811845,-87.68927436,"(41.96811845, -87.68927436)"
2016,165606,Museum of Contemporary Art,220 E. Chicago Avenue,60611,NEAR NORTH SIDE,Museum,300000,1996,2,,17038654.5,12067493.4,,,,97,220.6,95.7,216.6,3781.5,12.6,41.89722484,-87.6210481,"(41.89722484, -87.6210481)"
2016,165439,Spertus Institute for Jewish Learning and Leadership,610 S. Michigan Ave,60605,LOOP,College/University,142776,2007,1,,8358642.5,123573.1,,,,59.4,184.7,59.4,184.7,1547.2,10.8,41.87405317,-87.62482805,"(41.87405317, -87.62482805)"
2016,165353,02500-Canal & Roosevelt,1340 S Canal St,60607,NEAR WEST SIDE,Supermarket/Grocery Store,71373,2013,1,71,11943958.5,6321299.6,,,,255.9,618.5,265.8,626,2537.3,35.5,41.86412029,-87.6398863,"(41.86412029, -87.6398863)"
2016,165328,2750 W Roosevelt Rd,2750 W Roosevelt Rd,60608,NORTH LAWNDALE,Residence Hall/Dormitory,121626,2006,1,69,6030925,65078.7,,,,50.1,156.3,,,1115.1,9.2,41.86684596,-87.69530763,"(41.86684596, -87.69530763)"
2016,165269,"The Selfhelp Home, Inc.",908 W. Argyle St,60640,UPTOWN,Multifamily Housing,147129,1962,1,1,12877570.4,5210599.8,,,,122.9,312,126.6,318.6,2650.4,18,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2016,165253,The Chicago Lighthouse,1850 W. Roosevelt Rd,60608,NEAR WEST SIDE,Other,115000,1955,1,,2795597,3317935.7,,,,53.2,106.6,55.5,106.7,691.5,6,41.84915346,-87.67089596,"(41.84915346, -87.67089596)"
2016,165224,Irish American Heritage Center,4626 North Knox,60630,IRVING PARK,K-12 School,80000,1926,1,92,1108701.1,3417273.1,,,,56.6,88.4,61.6,93.6,386.5,4.8,41.96533308,-87.74454481,"(41.96533308, -87.74454481)"
2016,165143,Chicago Historical Society,1601 N Clark Street,60614,LINCOLN PARK,Museum,270160,1932,1,,,23234000,,,,,,,,,,41.91200258,-87.63150649,"(41.91200258, -87.63150649)"
2016,165062,Adler Planetarium,1300 S. Lake Shore Drive,60605,NEAR SOUTH SIDE,Museum,137000,1930,1,,11725593.9,7303199.8,,,,138.9,324.7,146.5,332.7,2549.2,18.6,41.86637151,-87.60660909,"(41.86637151, -87.60660909)"
2016,165020,Kingston Place,7435 S Kingston,60649,SOUTH SHORE,Multifamily Housing,62729,2000,1,91,526611.5,4330754.3,,,,77.4,98.9,84.5,106.3,327.1,5.2,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2016,164994,FULLERTON PARKWAY TOWERS,415 W. FULLERTON PKWY,60614,LINCOLN PARK,Multifamily Housing,230377,1928,1,87,2554581.5,9374357,,,,51.8,77.5,54.8,79.1,968.8,4.2,41.92531392,-87.64000717,"(41.92531392, -87.64000717)"
2016,164980,WTTW 11 - Main Campus,5400 N. St. Louis,60625,NORTH PARK,Office,183047,1964,1,99,14351731.8,,,,,78.4,246.2,78.4,246.2,2645.3,14.5,41.97980527,-87.71769331,"(41.97980527, -87.71769331)"
2016,164965,SCI-Sinai,2653 West Ogden Avenue,60608,NORTH LAWNDALE,Medical Office,108060,2013,1,84,5504142.9,3092789.7,,,,79.6,190,82.2,190.7,1178.8,10.9,41.86174002,-87.69294361,"(41.86174002, -87.69294361)"
2016,164922,Thorek Memorial Hospital,850 W. Irving Park Rd,60613,UPTOWN,Hospital (General Medical & Surgical),205000,1981,2,97,15473130,16397415.5,,,,155.5,321,160.6,322,3723,18.2,41.954528,-87.653102,"(41.954528, -87.653102)"
2016,164787,Advocate Healthcare Center (Beverly Center),9831 South Western Avenue,60643,BEVERLY,Medical Office,59345,1985,1,38,6461853.7,,,,,108.9,341.9,109.3,343.1,1191.1,20.1,41.71458844,-87.68148367,"(41.71458844, -87.68148367)"
2016,164777,Professional Office Building,840 W. Irving Park Rd,60613,UPTOWN,Medical Office,51825,2006,1,44,3792171.9,,,,,73.2,229.8,75.4,236.9,699,13.5,41.954554,-87.651379,"(41.954554, -87.651379)"
2016,164537,Evangeline Booth Lodge / Family and Community Services,800 W. Lawrence,60640,UPTOWN,Residence Hall/Dormitory,71038,2000,1,58,2560429.3,5460751.1,,,,112.9,193.9,117.8,195.9,762,10.7,41.96940223,-87.65096505,"(41.96940223, -87.65096505)"
2016,164517,Saint Vincent Center,721 N Lasalle Street,60654,NEAR NORTH SIDE,Office,94254,1926,1,54,4486790.2,7996028.4,,,,132.4,238.6,141.9,244.8,1251.7,13.3,41.89549864,-87.63263573,"(41.89549864, -87.63263573)"
2016,164512,The Salvation Army,506 N. Desplaines St,60654,WEST TOWN,Office,64464,1965,1,61,2916881.3,4736703,,,,118.7,219.2,124,221.6,789.2,12.2,41.89198218,-87.63699623,"(41.89198218, -87.63699623)"
2016,164460,CICS Northtown,3900 W. Peterson Ave.,60659,NORTH PARK,K-12 School,124443,1964,1,72,2251836.1,6238969.2,,,,68.2,109.5,73.7,115.2,746.4,6,41.9909088,-87.7279182,"(41.9909088, -87.7279182)"
2016,164102,First Presbyterian Church of Chicago,6400 S. Kimbark Avenue,60637,WOODLAWN,Worship Facility,50000,1928,1,68,201431.1,3045977.4,,,,64.9,76.6,72.8,84.9,199,4,41.77840382,-87.59508184,"(41.77840382, -87.59508184)"
2016,164090,The Salvation Army Adult Rehabilitation Center,2258 N. Clybourn Avenue,60614,LINCOLN PARK,Other - Lodging/Residential,54216,1955,1,,361740.2,2952574.1,,,,61.1,78.1,67.9,85.2,223.5,4.1,41.92285815,-87.66661993,"(41.92285815, -87.66661993)"
2016,163996,St Vincent Depaul,2145 North Halsted,60614,LINCOLN PARK,Pre-school/Daycare,144166,2001,1,,4188120.8,2528453.8,,,,46.6,109.6,47.9,108.9,906.3,6.3,41.92139853,-87.64783489,"(41.92139853, -87.64783489)"
2016,163944,New Life Community Church Midway,5101 S Keeler,60632,ARCHER HEIGHTS,Worship Facility,84000,1950,1,32,1557976.2,4081595.6,,,,67.1,109.3,73.5,114.5,504,6,41.80043685,-87.72775438,"(41.80043685, -87.72775438)"
2016,240752,200 N. Dearborn CA,200 N. Dearborn Street,60601,LOOP,Multifamily Housing,359953,1989,1,18,11609251.5,23388658.9,,,,97.2,169.5,102.3,173,3382.1,9.4,41.88603988,-87.62982289,"(41.88603988, -87.62982289)"
2016,240573,Faulkner House Condominium Association,70 W Burton Place,60610,NEAR NORTH SIDE,Multifamily Housing,213651,1966,1,34,4416370,19001152,,,,109.6,158.3,119.9,166.3,1823.3,8.5,41.90967117,-87.63125838,"(41.90967117, -87.63125838)"
2016,240557,Fullerton Parkway Condominium Association: 345 West Fullerton Parkway Condomi...,345 West Fullerton Parkway,60614,LINCOLN PARK,Multifamily Housing,332776,1972,1,28,10123093.5,17639610.1,,,,83.4,151.2,88.3,155.2,2802.8,8.4,41.92528034,-87.63858237,"(41.92528034, -87.63858237)"
2016,240540,Residences at RiverBend,333 N Canal,60606,NEAR WEST SIDE,Multifamily Housing,489780,2002,1,15,24175807.9,5554211.5,,,,60.7,166.9,64.9,178.9,4751.1,9.7,41.88743729,-87.63948358,"(41.88743729, -87.63948358)"
2016,240518,Museum Pointe CA,233 E. 13th Street,60605,NEAR SOUTH SIDE,Multifamily Housing,401500,2005,1,62,10998810.6,17453390.4,,,,70.9,131.7,76,135.7,2954.3,7.4,41.86561463,-87.62099053,"(41.86561463, -87.62099053)"
2016,240429,The Buckingham Condominium Association,360 E Randolph Street,60601,LOOP,Multifamily Housing,506142,1981,1,18,27236866.6,5478000.2,,,,64.6,180.3,69.3,194.6,5311.3,10.5,41.884817,-87.61795883,"(41.884817, -87.61795883)"
2016,240400,4343 Clarendon (240400),4343 N. Clarendon,60613,UPTOWN,Multifamily Housing,414754,1973,1,1,14963554.6,85999489.4,,,,243.4,331,265.3,348.4,7325.9,17.7,41.96123446,-87.64920425,"(41.96123446, -87.64920425)"
2016,240338,Lakeside on the Park Condominium Association,1250 S Indiana,60605,NEAR SOUTH SIDE,Multifamily Housing,207520,2004,1,77,5037971.5,8892201.3,,,,67.1,121.2,70.4,122.9,1400.9,6.8,41.86627308,-87.62299085,"(41.86627308, -87.62299085)"
2016,240299,The Pinnacle,21 E Huron Street,60611,NEAR NORTH SIDE,Multifamily Housing,534174,2004,1,32,24147549.7,5678285.6,,,,55.8,153.1,59.5,163.9,4752.5,8.9,41.89450091,-87.62713619,"(41.89450091, -87.62713619)"
2016,240284,2700 N. Hampden Court Condominium Association,2700 N. Hampden Ct.,60614,LINCOLN PARK,Multifamily Housing,112000,1964,1,30,5846769.1,,,,,52.2,163.9,52.2,163.9,1077.7,9.6,41.93080836,-87.64197735,"(41.93080836, -87.64197735)"
2016,240215,757 Orleans at Chicago Condominium,"757 N. Orleans St., Bldg",60654,NEAR NORTH SIDE,Multifamily Housing,354787,2008,1,75,8862090,11965211.7,,,,58.7,113.8,61.1,114,2269,6.4,41.89626597,-87.63667376,"(41.89626597, -87.63667376)"
2016,240122,(IL578) - Six N. Michigan,6 N. Michigan,60602,LOOP,Multifamily Housing,230103,1898,1,9,8117345.9,14745980,,,,99.4,178.1,102.8,179.6,2279.4,9.9,41.88218864,-87.6245691,"(41.88218864, -87.6245691)"
2016,240068,The Farallon Condominium,600 N Dearborn St.,60654,NEAR NORTH SIDE,Multifamily Housing,214049,2001,1,25,4896718.2,15069487,,4826364,,115.8,168.3,122.7,175.7,,,41.89268011,-87.630164,"(41.89268011, -87.630164)"
2016,240019,(IL298) - 1555 Astor Condo,1555 N. Astor Street,60610,NEAR NORTH SIDE,Multifamily Housing,315677,1974,1,7,18795616.2,11885799.4,,,,97.2,226.5,104.7,244.4,4095.7,13,41.91063947,-87.62728476,"(41.91063947, -87.62728476)"
2016,239994,Park 1500 Lofts,1500 W. Monroe Street,60607,NEAR WEST SIDE,Multifamily Housing,355095,2002,1,62,10417214.7,13301371.6,,,,66.8,131.4,68.4,131.2,2626.6,7.4,41.88047306,-87.66494946,"(41.88047306, -87.66494946)"
2016,239946,Metropolitan Tower Condo Association,310 S Michigan Ave,60604,LOOP,Multifamily Housing,579393,1924,1,77,13979127.8,19599076,,,,58,111.3,61.8,115.4,3617.6,6.2,41.87797296,-87.62488735,"(41.87797296, -87.62488735)"
2016,239739,1212 Lake Shore Drive Condominium,1212 N Lake Shore Drive,60610,NEAR NORTH SIDE,Multifamily Housing,381912,1969,1,99,9022771.3,2510622.1,,,,30.2,81.1,30.7,81.6,1796.4,4.7,41.90456187,-87.62550269,"(41.90456187, -87.62550269)"
2016,239704,Renaissance Place at Hyde Park Condominium Association South,1000 E 53rd ,60615,HYDE PARK,Multifamily Housing,209025,1975,1,92,3606037,5772163.9,,,,44.9,83.2,46.8,84.4,971.3,4.6,41.79965599,-87.60103303,"(41.79965599, -87.60103303)"
2016,239695,(IL579) - 1550 Condo Association,1550 N. Lake Shore Drive,60610,NEAR NORTH SIDE,Multifamily Housing,313992,1960,1,65,3666620.5,26058248.4,,,,94.7,123.8,105.5,135.2,2059.9,6.6,41.9109805,-87.62673635,"(41.9109805, -87.62673635)"
2016,239679,Domain Condominium,900 N Kingsbury,60610,NEAR NORTH SIDE,Multifamily Housing,475800,1908,1,62,12011669.6,23076279.3,,,,73.7,130.2,79,134.5,3439.7,7.2,41.89909968,-87.64434536,"(41.89909968, -87.64434536)"
2016,239630,Plaza 440 Private Residences,440 N. Wabash,60611,NEAR NORTH SIDE,Multifamily Housing,515474,1991,1,18,18168214.2,35689229.5,,,,104.5,183.4,113.2,191.6,5244.4,10.2,41.89032564,-87.62711962,"(41.89032564, -87.62711962)"
2016,239540,The Gold Coast Condo Association (71 E. Division St.),71 E. Division,60610,NEAR NORTH SIDE,Multifamily Housing,211795,1975,1,93,4890351.4,3422941.2,,,,39.3,89.5,40.8,92.6,1083.2,5.1,41.90376285,-87.62612567,"(41.90376285, -87.62612567)"
2016,239488,1111 S. Wabash Condominium Association,1111 S. Wabash,60605,LOOP,Multifamily Housing,402312,2005,1,22,12900929,25700888.7,,,,95.9,167.8,101.7,171.8,3743,9.3,41.86876308,-87.625369,"(41.86876308, -87.625369)"
2016,239096,Marina Towers Condominium Association,300 N State Street,60654,NEAR NORTH SIDE,Multifamily Housing,774420,1962,2,40,36966734,,,,,47.7,149.9,50.4,158.4,6813.8,8.8,41.88796008,-87.62913076,"(41.88796008, -87.62913076)"
2016,239078,801 S. Plymouth Court: 801 South Plymouth Court,801 South Plymouth Court,60605,LOOP,Multifamily Housing,250000,2000,1,47,8361157.2,5739136.2,,,,56.4,129.1,59.3,134.3,1846,7.4,41.87118113,-87.62811845,"(41.87118113, -87.62811845)"
2016,239042,400 North LaSalle Condominium Association,400 North LaSalle Drive,60654,NEAR NORTH SIDE,Multifamily Housing,550599,2002,1,38,15576673.9,24881217.6,,,,73.5,136.3,78.4,140.1,4192.7,7.6,41.88962593,-87.63339019,"(41.88962593, -87.63339019)"
2016,239016,Avenue East Condominiums,160 East Illinois Street,60611,NEAR NORTH SIDE,Multifamily Housing,258647,2007,1,68,7097117,8045237.3,,,,58.5,118.8,62,122.2,1735.5,6.7,41.89100455,-87.62277652,"(41.89100455, -87.62277652)"
2016,238973,Winston Towers One,6933 N Kedzie Ave,60645,WEST RIDGE,Multifamily Housing,326000,1965,1,67,6838490.8,19412870,,,,80.5,128.4,84.3,130.5,2291.6,7,42.00719264,-87.70847919,"(42.00719264, -87.70847919)"
2016,238957,2626 Lakeview Condominium,2626 North Lakeview,60614,LINCOLN PARK,Multifamily Housing,787000,1967,1,82,12143383.1,39757843,,,,65.9,101.5,72.2,107.1,4350,5.5,41.93028033,-87.63999004,"(41.93028033, -87.63999004)"
2016,238910,(IL505) - Lake Point Tower Condominium Association,505 N. Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,1479670,1968,1,42,56782094.6,24861006.6,,,,55.2,138.1,59.6,148,11786.6,8,41.89150137,-87.61230249,"(41.89150137, -87.61230249)"
2016,238850,100 Bellevue Place,100 East Bellevue Place,60611,NEAR NORTH SIDE,Multifamily Housing,350600,1970,1,75,7170833.2,21352340.2,,,,81.4,128.2,86.8,133.1,2455.9,7,41.90191981,-87.62566874,"(41.90191981, -87.62566874)"
2016,238799,Sixty Thirty Condominium Association,6030 N. Sheridan Rd,60660,EDGEWATER,Multifamily Housing,295000,1950,1,92,5509677.1,12036196.5,,,,59.5,101.5,63.1,103.5,1654.9,5.6,41.99162081,-87.65589517,"(41.99162081, -87.65589517)"
2016,238787,840 Lake Shore Condominium Association,840 N. Lake Shore Dr.,60611,NEAR NORTH SIDE,Multifamily Housing,278998,2003,1,7,12107570.7,11074693.4,,,,83.1,177.9,86.7,183.9,2819.9,10.1,41.89789653,-87.61828459,"(41.89789653, -87.61828459)"
2016,238747,1250 North Dearborn Street Condominium Association,1250 N Dearborn St,60610,NEAR NORTH SIDE,Multifamily Housing,144624.8,1988,1,28,6052239.7,4032658.1,,,,69.7,160.7,71.6,162.9,1329.7,9.2,41.90541433,-87.63046086,"(41.90541433, -87.63046086)"
