building_id,building_type,property_type_primary,zip,council_district_code,neighborhood,year_built,num_buildings,num_floors,gross_floor_area_total_SF,gross_floor_area_parking_SF,gross_floor_area_building_SF,property_types_all,property_type_first,gross_floor_area_property_type_first_SF,property_type_second,property_type_third,energy_star_score,site_eui_KBTUSF,weather_norm_site_eui_KBTUSF,source_eui_KBTUSF,weather_norm_source_eui_KBTUSF,total_site_energy_KBTU,weather_norm_total_site_energy_KBTU,steam_use_KBTU,electricity_KWH,electricity_KBTU,natural_gas_THERMS,natural_gas_KBTU,total_ghg_emissions_MTCO2e,ghg_intensity_KGCO2e,log_total_site_energy_KBTU
177,SPS-District K-12,K-12 School,98122,3,CENTRAL,2002,1,3,66994,0,66994,K-12 School,K-12 School,66994,,,79,35.40000153,38.5,94.09999847,99.59999847,2371304.5,2579774.5,0,534831.5,1824845,5464.591797,546459,41.74,0.62,14.67895078
178,SPS-District K-12,K-12 School,98118,2,GREATER DUWAMISH,2000,1,3,98357,0,98357,K-12 School,K-12 School,98357,,,89,35.09999847,38.5,77.80000305,81.30000305,3456131.5,3783580.25,0,564791.125,1927067,15290.64063,1529064,94.64,0.96,15.05566046
179,NonResidential,Small- and Mid-Sized Office,98118,2,GREATER DUWAMISH,1958,1,1,54765,0,54765,"Office, Other",Office,25765,Other,,1,83.80000305,88.69999695,234.8999939,243.5,4253369.5,4503671.5,0,1046112.813,3569337,6840.320313,684032,61.21,1.12,15.26322205
180,NonResidential,Other,98118,2,GREATER DUWAMISH,2009,1,5,89821,0,89821,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483,Office,Food Service,1,21.89999962,25,24.60000038,27.89999962,1950092.5,2220796.5,0,19771.90039,67462,18826.30859,1882631,100.46,1.12,14.48338737
182,NonResidential,University,98119,7,MAGNOLIA / QUEEN ANNE,1980,1,2,52611,0,52611,College/University,College/University,52611,,,1,78.30000305,83.40000153,180.6999969,186.1000061,4116871.5,4390158,0,726633.375,2479273,16375.97852,1637598,104.26,1.98,15.23060409
183,NonResidential,Residence Hall,98119,7,MAGNOLIA / QUEEN ANNE,2001,1,4,139600,37500,102100,Residence Hall/Dormitory,Residence Hall/Dormitory,135520,,,90,32.79999924,35.40000153,70.19999695,74.69999695,4448582.5,4800620.5,0,678868.1875,2316298,21322.83984,2132284,129.39,0.93,15.30809606
185,SPS-District K-12,K-12 School,98125,5,NORTH,2011,1,2,236758,0,236758,"K-12 School, Parking",K-12 School,238550,Parking,,98,35,38.90000153,78.69999695,84.40000153,8355988.5,9287467,0,1403853.5,4789948,35660.39453,3566039,222.78,0.94,15.93848903
187,NonResidential,Other,98122,3,CENTRAL,1971,3,6,250981,0,250981,"Courthouse, Other",Other,137565,Courthouse,,1,60.5,65.69999695,145.6000061,151.8000031,13071700,14196194,4336524.5,2390094.5,8155002,5801.719727,580172,422.39,1.68,16.38596015
189,SPS-District K-12,K-12 School,98117,6,NORTHWEST,2002,1,3,62526,0,62526,K-12 School,K-12 School,62526,,,98,31.79999924,35.09999847,70.59999847,75.30000305,1986094.875,2192411,0,326608.6875,1114389,8717.058594,871706,54.07,0.86,14.50168089
190,NonResidential,Small- and Mid-Sized Office,98108,2,GREATER DUWAMISH,2007,1,3,64015,0,64015,"Non-Refrigerated Warehouse, Office, Other - Services",Office,30000,Non-Refrigerated Warehouse,Other - Services,16,60,62.5,165.8000031,168.3999939,3242077.75,3375016.25,0,778834,2657382,5846.959961,584696,49.58,0.77,14.99172496
194,NonResidential,Retail Store,98125,5,NORTH,1951,1,1,530039,0,530039,"Restaurant, Retail Store",Retail Store,505103,Restaurant,,100,52.29999924,54.29999924,118.9000015,121,27717034,28763498,0,4755137.5,16224529,114925.0313,11492503,723.47,1.36,17.13755773
195,NonResidential,Other,98125,5,NORTH,1964,1,3,54224,0,54224,Other/Specialty Hospital,Other/Specialty Hospital,47012,,,1,154.5,163.1000061,311,321,7265178,7668810,0,980312.8125,3344827,39203.50391,3920350,231.53,4.27,15.79860336
197,NonResidential,Retail Store,98125,5,NORTH,1965,1,4,124342,0,124342,Retail Store,Retail Store,122000,,,76,71.90000153,71.59999847,223.6999969,222.1000061,8765978,8729918,0,2536231.25,8653621,1123.560059,112356,66.3,0.53,15.98638865
200,NonResidential,Other,98133,5,NORTHWEST,1996,1,3,55442,0,55442,"Financial Office, Medical Office, Parking",Financial Office,28636,Parking,Medical Office,72,85.59999847,88.90000153,194.1000061,197.6000061,3191228.25,3313397,0,544942.8125,1859345,13318.83008,1331883,83.7,1.51,14.97591643
205,SPS-District K-12,K-12 School,98117,6,BALLARD,1999,1,2,242795,0,242795,K-12 School,K-12 School,242795,,,81,37.70000076,40,107.3000031,112.3000031,9157150,9708318,0,2303477,7859464,12976.84766,1297685,123.71,0.51,16.03004555
209,NonResidential,Self-Storage Facility,98122,3,EAST,1910,1,5,84870,0,84870,Self-Storage Facility,Self-Storage Facility,85521,,,1,16.20000076,18.89999962,28.79999924,31.70000076,1381590.125,1617801.25,0,141452.2031,482635,8989.550781,898955,51.11,0.6,14.13874566
211,Campus,University,98103,5,NORTHWEST,1970,11,2,694072,111625,582447,College/University,College/University,667335,,,1,53.79999924,56.09999847,161.1999969,167,35891484,37410800,0,9803878,33450832,24406.47852,2440648,362.82,0.52,17.39601061
212,SPS-District K-12,K-12 School,98118,2,SOUTHEAST,1952,1,2,173185,0,173185,K-12 School,K-12 School,173185,,,79,35.40000153,40.59999847,58.90000153,64.90000153,6127771.5,7034167.5,0,527763,1800727,43270.4375,4327044,242.36,1.4,15.6283417
214,SPS-District K-12,K-12 School,98106,1,DELRIDGE,1963,1,1,145341,0,145341,K-12 School,K-12 School,139069,,,75,39.5,45.59999847,69.5,77.19999695,5499097,6337972,0,546590.625,1864967,36341.29688,3634130,206.01,1.42,15.52009445
215,NonResidential,Warehouse,98108,2,GREATER DUWAMISH,1904,1,4,114297,0,114297,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,114297,,,60,18.39999962,21.10000038,36,39.70000076,2100097.75,2415462.5,0,267431,912475,11876.22949,1187623,69.44,0.61,14.55749445
216,SPS-District K-12,K-12 School,98118,2,SOUTHEAST,1960,1,2,184125,0,184125,K-12 School,K-12 School,184125,,,87,47.79999924,54.70000076,84.19999695,92.30000305,8800292,10067991,0,879209.3125,2999862,58004.30078,5800430,328.97,1.79,15.99029546
220,NonResidential,Warehouse,98134,2,GREATER DUWAMISH,1937,1,1,234144,0,234144,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,234144,,,88,28.79999924,33.59999847,42,47.09999847,6744317,7874958.5,0,385937,1316817,54275,5427500,297.43,1.27,15.72421078
223,NonResidential,Retail Store,98126,1,DELRIDGE,1966,1,1,64984,0,64984,Retail Store,Retail Store,65425,,,72,45,46.09999847,130.6999969,130.6999969,2944296.25,3016373.5,0,766027.8125,2613687,3306.090088,330609,35.78,0.55,14.89538038
224,NonResidential,Retail Store,98126,1,DELRIDGE,1965,1,1,67745,0,67745,Retail Store,Retail Store,67782,,,33,136.1999969,141.5,223.8999939,227.3000031,9230223,9589728,0,769080.3125,2624102,66061.21094,6606121,369.14,5.45,16.03799377
225,SPS-District K-12,K-12 School,98126,1,DELRIDGE,2010,1,2,367884,0,367884,K-12 School,K-12 School,367884,,,99,33.29999924,36.09999847,81.59999847,85.90000153,12265516,13279344,0,2404753.75,8205020,40604.95703,4060496,272.85,0.74,16.32230231
226,SPS-District K-12,K-12 School,98126,1,DELRIDGE,1958,1,1,46797,0,46797,K-12 School,K-12 School,46797,,,87,44.40000153,50.90000153,82.19999695,91.5,2075891,2380144.5,0,233647.0938,797204,12786.87207,1278687,73.47,1.57,14.54590102
228,NonResidential,Other,98117,6,BALLARD,1973,1,3,56000,0,56000,Other,Other,56000,,,1,33.09999847,37.29999924,66.19999695,70.69999695,1851260.5,2088978.125,0,247615.5938,844864,10063.95996,1006396,59.34,1.06,14.43137732
229,SPS-District K-12,K-12 School,98118,2,SOUTHEAST,2004,1,2,67371,0,67371,K-12 School,K-12 School,67371,,,94,31.60000038,33.59999847,78,80.09999847,2128459,2260359.75,0,423604.5938,1445339,6831.19873,683120,46.36,0.69,14.5709088
230,NonResidential,Self-Storage Facility,98126,1,SOUTHWEST,1969,1,2,52088,0,52088,Self-Storage Facility,Self-Storage Facility,52088,,,1,26.39999962,30.29999924,48.79999924,53.70000076,1377519.5,1576122.875,0,153506.7031,523765,8537.545898,853755,48.99,0.94,14.13579498
231,SPS-District K-12,K-12 School,98103,4,LAKE UNION,2010,1,3,127776,0,127776,K-12 School,K-12 School,127776,,,75,37.20000076,39.09999847,100,103.5,4748137,4998584.5,0,1093179.875,3729930,10182.06738,1018207,80.08,0.63,15.37326289
232,NonResidential,Hotel,98109,3,LAKE UNION,1998,1,5,123920,30000,93920,"Hotel, Parking, Swimming Pool",Hotel,123920,Parking,Swimming Pool,79,75.59999847,78.09999847,148.1999969,152.1999969,9373179,9676783,0,1195550.25,4079217,52939.60938,5293961,309.6,2.5,16.05336287
233,Nonresidential COS,Other,98109,3,LAKE UNION,1900,1,1,50000,0,50000,Museum,Museum,43000,,,1,175.6000061,184.6999969,368.8999939,373.7000122,7548807,7942537.5,0,1113108,3797924,37508.82031,3750882,225.69,4.51,15.8369001
234,Nonresidential COS,Warehouse,98109,7,MAGNOLIA / QUEEN ANNE,1926,1,2,50292,0,50292,"Non-Refrigerated Warehouse, Office, Other - Services, Residence Hall/Dormitory",Non-Refrigerated Warehouse,42345,Residence Hall/Dormitory,Office,1,8,8,25.10000038,25.10000038,430473.6875,430473.6875,0,126164.6016,430474,0,0,3,0.06,12.97264148
235,NonResidential,Hotel,98109,7,MAGNOLIA / QUEEN ANNE,1998,1,7,207656,54341,153315,Hotel,Hotel,141591,,,76,78.90000153,83,164.5,171.3999939,11171988,11754087,0,1620980.875,5530787,56412.00391,5641200,338.16,1.63,16.22892013
237,SPS-District K-12,K-12 School,98117,6,BALLARD,1999,1,2,67235,0,67235,K-12 School,K-12 School,67235,,,90,34,36.29999924,84.30000305,86.80000305,2284133.75,2443194,0,458595.4063,1564728,7194.061523,719406,49.12,0.73,14.64149741
238,Nonresidential COS,Small- and Mid-Sized Office,98103,5,NORTHWEST,1957,1,2,91130,0,91130,"Data Center, Distribution Center, Office, Other, Parking",Office,57968,Distribution Center,Parking,1,100.5,106.0999985,262.7000122,272.2000122,9472358,10005492,0,2079127.75,7093984,23783.73047,2378373,175.77,1.93,16.06388843
239,SPS-District K-12,K-12 School,98136,1,SOUTHWEST,1991,1,3,58118,0,58118,K-12 School,K-12 School,59014,,,99,23.79999924,25.70000076,66.09999847,69.59999847,1407277.25,1519074.75,0,339524.3125,1158457,2488.200928,248820,21.29,0.37,14.15716737
241,NonResidential,Hotel,98133,5,NORTHWEST,1968,1,4,64893,0,64893,Hotel,Hotel,64893,,,70,95.5,95.69999695,184.6999969,185.3999939,6197825,6211749.5,0,768038.625,2620548,35772.76953,3577277,208.26,3.21,15.63970898
243,SPS-District K-12,K-12 School,98108,2,GREATER DUWAMISH,1925,1,1,70762,0,70762,K-12 School,K-12 School,70762,,,88,51,58.5,68,76.5,3606416,4138032.75,0,143935,491106,31153.0957,3115310,168.88,2.39,15.09822504
244,NonResidential,Small- and Mid-Sized Office,98104,7,DOWNTOWN,1900,1,3,44558,0,44558,"Office, Restaurant, Self-Storage Facility",Office,34416,Self-Storage Facility,Restaurant,78,37.59999847,38.59999847,101.3000031,103.6999969,1677002.25,1722053,0,386177.4063,1317637,3593.650146,359365,28.27,0.63,14.33251838
245,NonResidential,Other,98134,2,GREATER DUWAMISH,1999,1,6,1585960,327680,1258280,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,1585960,Parking,,1,37.70000076,39.20000076,104.6999969,106.3000031,59757440,62160304,0,14490010,49439914,103175.1797,10317518,892.63,0.56,17.90580426
247,Nonresidential COS,Distribution Center,98134,2,GREATER DUWAMISH,1924,1,2,179161,0,179161,"Data Center, Distribution Center, Office, Other",Distribution Center,117476,Office,Other,1,52.20000076,56.29999924,156.3000031,167.6000061,9436408,10168523,0,2570956.75,8772104,6643.02002,664302,96.43,0.54,16.06008596
248,Nonresidential COS,Warehouse,98134,2,GREATER DUWAMISH,1965,1,2,58640,0,58640,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,40831,Other - Services,Office,1,55.90000153,61.5,175.3999939,193.1999969,3928695.25,4327563.5,0,1151434.625,3928695,0,0,27.39,0.47,15.18381793
249,NonResidential,Other,98134,2,GREATER DUWAMISH,1999,1,3,1172127,0,1172127,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,1172127,,,1,50.09999847,49,125.0999985,121.4000015,58761304,57406988,0,11905739,40622381,181389.2031,18138920,1246.55,1.06,17.8889941
250,NonResidential,Hotel,98134,2,GREATER DUWAMISH,2005,1,9,168449,14567,153882,"Food Service, Hotel, Parking",Hotel,135006,Parking,Food Service,63,88.19999695,89.19999695,183,182.6999969,12726789,12871628,0,1826563,6232233,64945.55078,6494555,388.37,2.31,16.3592197
257,NonResidential,Warehouse,98134,1,GREATER DUWAMISH,1916,0,4,79600,0,79600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,79600,,,30,30.29999924,30.29999924,95.09999847,95.09999847,2411402.25,2411402.25,0,706741.5,2411402,0,0,16.81,0.21,14.69571898
260,SPS-District K-12,K-12 School,98103,4,LAKE UNION,1997,1,4,241066,0,241066,K-12 School,K-12 School,241066,,,79,32.29999924,36.90000153,60.79999924,66.19999695,7791957,8886716,0,907478.3125,3096316,46956.40625,4695641,270.97,1.12,15.86860261
261,Campus,Large Office,98108,1,GREATER DUWAMISH,1980,14,2,334368,31874,302494,"Laboratory, Non-Refrigerated Warehouse, Office, Other - Utility",Office,240984,Laboratory,Other - Utility,1,159.8999939,161.8999939,451.2000122,453.2999878,53466684,54136068,0,13282936,45321378,81453,8145300,748.55,2.24,17.79456929
263,NonResidential,Other,98125,5,NORTH,2008,1,6,419848,335109,84739,"Fast Food Restaurant, Medical Office, Movie Theater, Parking, Retail Store",Parking,335109,Movie Theater,Medical Office,1,107.8000031,109,285.7000122,285.1000061,9134963,9238992,0,2050189.25,6995246,21397.16016,2139716,162.41,0.39,16.0276197
264,NonResidential,Mixed Use Property,98119,7,MAGNOLIA / QUEEN ANNE,2002,1,4,110785,0,110785,"Financial Office, Multifamily Housing, Parking, Retail Store, Supermarket/Grocery Store",Multifamily Housing,58563,Supermarket/Grocery Store,Parking,1,95.30000305,98.09999847,291.3999939,299,10557910,10864032,0,2971733.5,10139555,4183.540039,418354,92.91,0.84,16.1723859
265,Multifamily MR (5-9),Mid-Rise Multifamily,98121,7,DOWNTOWN,2003,1,7,116947,0,116947,"Multifamily Housing, Office, Other - Lodging/Residential, Retail Store",Multifamily Housing,81740,Office,Other - Lodging/Residential,1,79.90000153,83.09999847,175.3999939,178.8000031,10040121,10442680,0,1612727.625,5502627,45374.94141,4537494,279.35,2.39,16.12209972
267,NonResidential,Hotel,98101,7,DOWNTOWN,1999,1,0,934292,0,934292,"Hotel, Other, Parking, Restaurant, Retail Store",Hotel,495536,Parking,Restaurant,1,117.9000015,120.5,272.8999939,278.2000122,65047284,66502836,0,11536962,39364114,256831.625,25683162,1638.46,1.75,17.99062501
273,SPS-District K-12,K-12 School,98106,1,DELRIDGE,1999,1,1,71714,0,71714,K-12 School,K-12 School,71714,,,88,33.09999847,34.5,91.40000153,93.90000153,2371358,2470597.75,0,569817.125,1944216,4271.419434,427142,36.24,0.51,14.67897334
274,NonResidential,Warehouse,98103,4,LAKE UNION,1991,1,3,75397,8161,67236,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,67236,Parking,,93,8.199999809,8.5,21.70000076,22.10000038,549181.375,571637.5,0,124086,423381,1258,125800,9.63,0.13,13.21618404
278,NonResidential,Senior Care Community,98104,2,DOWNTOWN,1999,1,5,102796,12611,90185,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",Senior Care Community,55259,Medical Office,K-12 School,1,98.30000305,100,254.3000031,256.1000061,10105379,10281401,0,2177261.5,7428816,26765.61133,2676561,193.94,1.89,16.12857841
279,SPS-District K-12,K-12 School,98116,1,SOUTHWEST,2002,1,2,208981,0,208981,K-12 School,K-12 School,208981,,,81,39.09999847,43.20000076,90,95.19999695,8164853,9030149,0,1434598.625,4894851,32700.02148,3270002,207.79,0.99,15.91534928
280,Multifamily MR (5-9),Mid-Rise Multifamily,98101,7,EAST,1909,1,6,51976,0,51976,Multifamily Housing,Multifamily Housing,50350,,,30,83.19999695,89,156.8000031,162.8999939,4189569.25,4480534.5,0,490372.4063,1673151,25164.1875,2516419,145.31,2.8,15.24810848
281,NonResidential,K-12 School,98105,4,NORTHEAST,1928,1,2,55653,0,55653,K-12 School,K-12 School,55500,,,100,24.79999924,28.79999924,26.29999924,30.5,1377627,1597907.25,0,1798.900024,6138,13714.89063,1371489,72.88,1.31,14.13587301
282,NonResidential,Hotel,98105,4,NORTHEAST,1931,1,16,106860,0,106860,Hotel,Hotel,106860,,,46,111.6999969,118.0999985,186.8999939,190.6999969,11935719,12616417,0,1043886.875,3561742,83739.75781,8373976,469.57,4.39,16.29504606
283,NonResidential,Small- and Mid-Sized Office,98125,5,NORTH,1972,1,5,50759,0,50759,"Office, Restaurant",Office,47079,Restaurant,,61,62,65.40000153,170.3999939,174.1000061,3147042,3321734,0,749863.125,2558533,5885.089844,588509,49.09,0.97,14.96197352
284,NonResidential,Worship Facility,98105,4,NORTHEAST,1952,1,2,56772,0,56772,Worship Facility,Worship Facility,56772,,,43,43,48.70000076,81,87.80000305,2439484.75,2762805.5,0,285789.1875,975113,14643.7207,1464372,84.57,1.49,14.70729741
285,NonResidential,Worship Facility,98105,4,NORTHEAST,1952,1,3,103000,0,103000,Worship Facility,Worship Facility,103000,,,39,47.09999847,52.29999924,96.90000153,102.4000015,4854429.5,5391782,0,685356,2338435,25159.94531,2515995,149.93,1.46,15.39540215
286,SPS-District K-12,K-12 School,98115,4,NORTHEAST,2006,1,3,269297,0,269297,K-12 School,K-12 School,269297,,,81,39,41.59999847,96.80000305,99.59999847,10498344,11208195,0,2111361.25,7203965,32943.78516,3294379,225.19,0.84,16.16672809
287,SPS-District K-12,K-12 School,98115,4,NORTHEAST,2001,1,3,75174,0,75174,K-12 School,K-12 School,75174,,,77,36.40000153,40.09999847,82.40000153,87.59999847,2733846,3011741.75,0,465868.5,1589543,11443.02246,1144302,71.86,0.96,14.82121997
289,SPS-District K-12,K-12 School,98119,7,MAGNOLIA / QUEEN ANNE,2003,1,3,75214,0,75214,K-12 School,K-12 School,75214,,,89,31,32.70000076,80.80000305,82.5,2334260,2457326.25,0,508113.9063,1733685,6005.752441,600575,43.98,0.58,14.66320548
290,SPS-District K-12,K-12 School,98116,1,SOUTHWEST,2005,1,3,134918,0,134918,K-12 School,K-12 School,134918,,,93,28.29999924,30.60000038,74.59999847,79,3822102.5,4135198.25,0,848506.625,2895105,9269.976563,926998,69.42,0.51,15.15631122
291,SPS-District K-12,K-12 School,98144,3,CENTRAL,1991,1,2,64414,0,64414,K-12 School,K-12 School,65310,,,66,35.09999847,37.59999847,110.3000031,117.9000015,2295176.5,2453255.5,0,672677.6875,2295176,0,0,16,0.25,14.6463203
292,SPS-District K-12,K-12 School,98115,6,NORTHWEST,1927,1,3,92437,0,92437,K-12 School,K-12 School,92437,,,78,50,57.09999847,74.40000153,81.90000153,4626443,5280739,0,283665.3125,967866,36585.76953,3658577,201.05,2.17,15.34729888
293,NonResidential,Other,98101,7,DOWNTOWN,1914,1,7,128766,0,128766,"Office, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,109754,Other,Office,1,47,47,142.3999939,142.3999939,6057410,6057410,0,1680143.5,5732650,3247.596436,324760,57.21,0.44,15.61679287
294,NonResidential,Residence Hall,98101,7,DOWNTOWN,1913,1,9,107572,0,107572,"Office, Residence Hall/Dormitory, Retail Store",Residence Hall/Dormitory,63934,Office,Retail Store,76,54.79999924,57.79999924,113.5,117.0999985,5572503,5879083,3076446.5,731552.1875,2496056,0,0,254.87,2.37,15.53335488
296,Multifamily LR (1-4),Low-Rise Multifamily,98106,1,DELRIDGE,1917,1,4,56617,0,56617,Multifamily Housing,Multifamily Housing,56617,,,9,35.09999847,38.59999847,80.80000305,88.40000153,1986611.375,2185550.5,0,349325.6875,1191899,7947.119629,794712,50.52,0.89,14.50194092
297,Multifamily MR (5-9),Mid-Rise Multifamily,98125,5,NORTH,2009,1,6,56745,0,56745,Multifamily Housing,Multifamily Housing,43673,,,52,56.59999847,59,133.8999939,138.5,2473962.5,2574628.5,0,455824.8125,1555274,9186.879883,918688,59.63,1.05,14.72133167
299,Multifamily LR (1-4),Low-Rise Multifamily,98118,2,GREATER DUWAMISH,2003,1,4,67920,0,67920,"Medical Office, Multifamily Housing, Office, Retail Store",Multifamily Housing,24600,Medical Office,Office,1,63.09999847,65.19999695,193.3999939,199.1999969,2772124.75,2864132.5,0,784061.125,2675217,969.0799561,96908,23.8,0.35,14.83512464
300,SPS-District K-12,K-12 School,98108,2,GREATER DUWAMISH,2007,1,3,204961,0,204961,K-12 School,K-12 School,204961,,,96,40,43.59999847,88.09999847,92,8190809,8935423,0,1327293.75,4528726,36620.82031,3662082,226.06,1.1,15.91852323
302,NonResidential,Other,98119,7,MAGNOLIA / QUEEN ANNE,1973,1,1,76086,0,76086,Other,Other,77810,,,1,42,46,86.09999847,90.30000305,3267564,3576720,0,458196.3125,1563366,17041.97852,1704198,101.41,1.33,14.99955531
313,NonResidential,Medical Office,98119,7,MAGNOLIA / QUEEN ANNE,1927,1,5,190000,39000,151000,"Medical Office, Office",Medical Office,146741,Office,,2,183.5,183.5,443,443,28731502,28731502,0,5493974.5,18745441,99860.58594,9986059,661.04,3.48,17.17350471
