pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
PM04006488,4395_0816,4006488,Parkway Plaza - 1,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1810 - 1826 24TH ST NE,MAURICE LIPNICK,5,1810-1826 24th Street NE,Washington,DC,20002,1962,Multifamily Housing,Multifamily Housing,52944,52944,90,41.3,41.4,82.2,81.9,176.6,3.3,7680.3,288285.4,12013.69456,,,Whole Building,Whole Building,38.91493337,-76.97240003
PM04006670,0243_0827,4006670,1301 Vermont Ave LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1301 VERMONT AV NW,1301 VERMONT LLC,2,1301 Vermont Ave NW,Washington,DC,20005,1940,Multifamily Housing,Multifamily Housing,70406,70406,,91.8,94.5,189.5,192.3,536.4,7.6,350.2,919141.2,33275.70533,,,Whole Building,Whole Building,38.90749306,-77.03051773
PM04006775,2612_0677,4006775,Park Pleasant Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,3322 MOUNT PLEASANT ST NW,MT PLEASANT ASSOCIATES LLC,1,3322 Mount Pleasant Street NW,Washington,DC,20010,1968,Multifamily Housing,Multifamily Housing,51428,82830,20,82.4,82.7,147,144.3,510,6.2,6426,702173.1,44284.49715,,,Whole Building,Whole Building,38.93402825,-77.03948289
PM04007053,4396_0153,4007053,Parkway Plaza - 2,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1811 - 1831 24TH ST NE,PARKWAY PLAZA ASSOCIATES LLC,5,1811-1831 24th Street NE,Washington,DC,20002,1962,Multifamily Housing,Multifamily Housing,62904,62901,90,42.2,42.5,82.5,82.8,211.8,3.4,3680.8,336955.3,15044.89548,,,Whole Building,Whole Building,38.915126,-76.971835
PM04007057,4396_0154,4007057,Parkway Plaza - 3,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1835 - 1855 24TH ST NE,PARKWAY PLAZA ASSOCIATES LLC,5,1835-1855 24th Street NE,Washington,DC,20002,1962,Multifamily Housing,Multifamily Housing,64366,64365,1,180.1,185.3,293.5,295.2,813.6,12.6,5064,941674.3,83810.0455,,,Whole Building,Whole Building,38.914868,-76.971552
PM04007102,3698_0011,4007102,Chillum Manor - 1,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0011 - 0015 RIGGS RD NE,CHILLUM MANOR LLC,5,11-15 Riggs Road NE,Washington,DC,20011,1951,Multifamily Housing,Multifamily Housing,51376,51376,94,48.7,50.3,75.4,77,169.6,3.3,2295.2,174217.2,19097.70142,,,Whole Building,Whole Building,38.954502,-77.008149
PM04007112,2688_0107,4007112,Tivoli - 2,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1445 OTIS PL NW,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,1,1445 Otis Place NW,Washington,DC,20010,1932,Multifamily Housing,Multifamily Housing,90652,90652,63,75.4,77.8,111.4,113.3,449.2,5,5698,410498.5,54322.05326,,,Whole Building,Whole Building,38.93551283,-77.03409314
PM04007117,2688_0805,4007117,Tivoli - 1,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1445 OGDEN ST NW,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION,1,1445 Ogden Street NW,Washington,DC,20010,1932,Multifamily Housing,Multifamily Housing,90652,90652,62,71.4,73.7,111.1,112.9,440.4,4.9,4582.4,459624.8,49062.64903,,,Whole Building,Whole Building,38.93499867,-77.03398655
PM04007122,2790_0810,4007122,1329-1337 Ft. Stevens Drive NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1329 - 1337 FORT STEVENS DR NW,1329-1337 FT STEVENS DR LLC,4,1329-1337 Ft. Stevens Drive NW,Washington,DC,20011,1942,Multifamily Housing,Multifamily Housing,64692,64692,71,66.7,68.9,99,100.5,284.4,4.4,4213.1,262939.3,34180.78926,,,Whole Building,Whole Building,38.96493713,-77.03145893
PM04007344,1030_2855,4007344,Lincoln Park Terrace,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0401 13TH ST NE,LINCOLN PARK TERR A CONDO,6,401 13th Street N.E.,Washington,DC,20002,2007,Multifamily Housing,Multifamily Housing,53883,53883,62,39.7,39.7,123.8,123.8,243.9,4.5,2064.4,620138,241.7741876,,,Whole Building,Whole Building,38.895003,-76.988137
PM04007345,0281_2255,4007345,Park Princess Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1245 13TH ST NW,LOGAN PARK CONDO,2,1245 13th Street N.W.,Washington,DC,20005,1982,Multifamily Housing,Multifamily Housing,81461,81461,16,88.7,86.9,190.1,184.3,616.5,7.6,4968.4,1107209,34509.99833,,,Whole Building,Whole Building,38.9069253,-77.0291912
PM04007384,5627_0093,4007384,Hillside Terrace LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1806 - 1820 23RD ST SE,HILLSIDE TERRACE LLC,8,1805 23rd St SE,Washington,DC,20020,1943,Multifamily Housing,Multifamily Housing,52127,52127,,27.4,26.5,81.5,78.6,156.7,3,846.2,385303.7,1123.516907,,,Whole Building,Whole Building,38.867634,-76.973823
PM04007389,0209_0929,4007389,The DeSoto,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1445 P ST NW,METRO MARKET LLC,2,1445 P St NW,Washington,DC,20005,2004,Multifamily Housing,Multifamily Housing,57992,57992,33,73,72.2,171,168.5,386,6.7,3435.1,767080,16168.3033,,,Whole Building,Whole Building,38.90981955,-77.03349768
PM03412555,Not Available,3412555,Shepherd Park (Juanita E. Thornton) Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,7420 GEORGIA AVENUE NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,7420 GEORGIA AVENUE NW,Washington,DC,20012,1000,Library,Library,19000,19000,,52.4,52.4,147,146.1,101.2,5.3,,245206,1582.000068,,,Whole Building,,38.98028088,-77.02703545
PM04007393,5871_0145,4007393,Washington View Assoc2,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2657 - 2661 STANTON RD SE,WASHINGTON VIEW ASSOCIATES LLC,8,2657-61 Stanton Rd SE,Washington,DC,20020,1960,Multifamily Housing,Multifamily Housing,88082,88082,,42.1,41.2,96.6,93.9,333,3.8,3571.4,647701.4,14973.49998,,,Whole Building,Whole Building,38.85826777,-76.99045205
PM03412570,Not Available,3412570,Network Operations Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,3919 BENNING ROAD NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,3919 BENNING ROAD NE,Washington,DC,20019,1000,Office,Office,34400,34400,1,337.3,337.3,1059,1059,1287,37.4,,3400304,,,,Whole Building,,38.89449353,-76.94855814
PM04007417,2033_0016,4007417,The Methodist Home of DC and Forest Side Assisted Living,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,4901 CONNECTICUT AVE NW,METHODIST HOME OF D C INC,3,4901 Connecticut Ave.,Washington,DC,20008,1926,Senior Care Community,Senior Care Community,82300,82300,16,137,138.1,283.1,280.6,936.4,11.4,6464.7,1607022,57903.70283,,,Whole Building,Whole Building,38.9539796,-77.06847095
PM04007432,1600_0006,4007432,Wesley Theological Seminary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,4500 MASSACHUSETTS AV,WESLEY THEOLOGICAL SEMINARY OF METHODIST CHURCH,3,4500 Massachusetts Ave Nw,Washington,DC,20016,2013,Adult Education,Adult Education,167406,138577,,46.6,45.8,130.9,128.4,677.8,4.9,4530.3,1593600,10212.69973,,,Whole Building,Whole Building,38.939118,-77.085738
PM04007712,2500_0088,4007712,2540 Massachusetts Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2540 MASSACHUSETTS AVE NW,2540 MASSACHUSETTS AVENUE NW INC,2,2540 Massachusetts Ave NW,Washington,DC,20008,1922,Multifamily Housing,Multifamily Housing,83663,83663,,61.6,63.5,112,114,390.2,4.7,1099.1,555159.1,32568.82597,,,Whole Building,Whole Building,38.91629509,-77.05685527
PM04007715,1815_1072,4007715,Warwick Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,3051 IDAHO AVE NW,THE WARWICK CONDOMINIUM,3,3051 Idaho Avenue NW,Washington,DC,20016,1940,Multifamily Housing,Multifamily Housing,57453,57453,47,56,57.5,141.5,145.7,310.8,5.4,2615.1,666549.4,9419.71589,,,Whole Building,Whole Building,38.9301297,-77.0774716
PM04007724,0246_0017,4007724,Krasner Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1325 MASSACHUSETTS AVE NW,NATCA MEMBERSHIP INVESTMENT INC,2,1325 Massachusetts Avenue NW,Washington,DC,20005,1965,Office,Office,67394,67394,88,56,56.7,133.1,132.6,347.9,5.2,1026.9,702472.5,13756.91656,,,Whole Building,Whole Building,38.9054173,-77.0303474
PM04007727,2663_0845,4007727,2445 15th St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2445 15TH ST NW,THE DUNKIN-MAXWELL COMPANY,1,2445 15th St NW,Washington,DC,20009,1970,Multifamily Housing,Multifamily Housing,63023,63023,,79.4,80.5,152.6,151.2,394.4,6.3,2422.3,611598.9,29202.66677,,,Whole Building,Whole Building,38.92285743,-77.03495498
PM04007754,0184_0830,4007754,Presidential Cooperative,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1026 16TH ST NW,PRESIDENTIAL OWNERS INC,2,1026 16th St NW,Washington,DC,20036,1921,Multifamily Housing,Multifamily Housing,56145,56145,,68.2,68.3,146.1,142.5,326.6,5.8,562.5,585843.7,18323.5842,,,Whole Building,Whole Building,38.90352402,-77.03695704
PM03412573,Not Available,3412573,Engine Company #8,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1520 C STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,1520 C STREET SE,Washington,DC,20003,1963,Other - Public Services,Fire Station,10080,10080,,84.2,85.4,209.4,207.8,78.8,7.8,,170975,2653.999708,,,Whole Building,,38.88554019,-76.98294358
PM04007793,1919_0035,4007793,3333 Wisconsin Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,3333 WISCONSIN AVE NW,T-C 3333 WISCONSIN AVENUE LLC,3,3333 Wisconsin Ave NW,Washington,DC,20016,1974,Multifamily Housing,Multifamily Housing,100962,105023,73,36.9,37,113.1,113.2,435.9,4.2,2399.2,1094620,1429.997669,,,,,38.93427423,-77.07209091
PM04007835,1601_2421,4007835,Fox Hall East Condominiums,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,4200 MASSACHUSETTS AVE NW,FOX HALL EAST CONDO,3,4200 Massachusetts Avenue,Washington,DC,20016,1972,Multifamily Housing,Multifamily Housing,210267,210807,1,170.6,168.4,301.2,297,2668.5,12.7,16055.3,3607609,236643.2198,,,Whole Building,Whole Building,38.9348171,-77.0828442
PM04007843,2678_0709,4007843,Allegro Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,3460 14TH ST NW,PR ALLEGRO LLC,1,3460 14th Street NW,Washington,DC,20010,2009,Multifamily Housing,Multifamily Housing,353792,269053,71,48.1,48.2,128.7,128.9,1306.9,4.9,8344.9,2951752,28599.01821,,,Whole Building,Whole Building,38.93313872,-77.03301652
PM04007880,5058_0008,4007880,Lotus Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,800 KENILWORTH AVE NE,KENILWORTH AVE APARTMENTS LLC,7,800 Kenilworth Ave NE,Washington,DC,20019,2006,Multifamily Housing,Multifamily Housing,246295,222956,74,32.5,32.5,101.9,101.9,830,3.7,14696.8,2121294,,,,Whole Building,Whole Building,38.90124527,-76.94574584
PM04007886,2622_1234,4007886,Northbrook II Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,3426 16TH ST NW,NORTHBROOK CONDO II,1,3426 16th Street N W,Washington,DC,20010,1920,Multifamily Housing,Multifamily Housing,61151,61155,93,29.1,30,91.3,94.1,204,3.3,1931.6,521247,0,,,Whole Building,Whole Building,38.9340503,-77.0368729
PM04007889,5560_0055,4007889,The Grays on Pennsylvania,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2323 PENNSYLVANIA AVE SE,2300 PENNSYLVANIA AVENUE LLC,7,2323 Pennsylvania Avenue SE,Washington,DC,20020,2010,Multifamily Housing,Multifamily Housing,76800,98353,89,41.7,42.2,113,113.5,418.3,4.3,5868.7,954511.8,8437.620887,,,Whole Building,Whole Building,38.87413334,-76.97220691
PM04007893,0016_2006,4007893,The Griffin Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0955 26TH ST NW,THE GRIFFIN CONDO,2,955 26th Street N.W.,Washington,DC,20037,1984,Multifamily Housing,Multifamily Housing,77638,77638,1,81.5,81.5,256,256,725.8,9.3,3659.2,1855015,,,,Whole Building,Whole Building,38.9022373,-77.0544523
PM04007896,0749_0828,4007896,The Loree Grand,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,250 K ST NE,UNION PLACE PHASE I LLC,6,250 K Street NE,Washington,DC,20002,2010,Multifamily Housing,Multifamily Housing,307676,236905,92,34,34.1,95.6,95.1,845.8,3.6,8265.4,1987648,12819.55053,,,Whole Building,Whole Building,38.90281016,-77.00244048
PM04007903,0407_3046,4007903,The Lexington at Market Square I,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0400 8TH ST NW,THE LEXINGTON II CONDOMINIUM,2,400 8th Street NW,Washington,DC,20004,1999,Multifamily Housing,Multifamily Housing,111029,99672,15,68.7,69.1,167.6,165.8,643.9,6.5,1547.5,1334313,22931.62588,,,Whole Building,Whole Building,38.8950239,-77.0232794
PM04007916,4491_0809,4007916,Flats at Atlas,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1600 MARYLAND AVE NE,1600 MDA 55 OWNER LLC,5,1600 Maryland Ave NE,Washington,DC,20002,2012,Multifamily Housing,Multifamily Housing,255208,216759,,34.6,34.6,99.1,99.1,799.3,3.7,7314.6,1908934,9852.50818,,,Whole Building,Whole Building,38.90192164,-76.98081983
PM04008015,2681_0799,4008015,Urban Village,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1500 MERIDIAN PL NW,"""UV",1,3403 16th St NW,Washington,DC,20010,1978,Multifamily Housing,Multifamily Housing,69263,69619,93,27.1,27.1,85.1,85.1,216.4,3.1,3421.4,553139,,,,Whole Building,Whole Building,38.9340666,-77.036147
PM04008029,2791_0812,4008029,Fort View,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,6000 13TH PL,FORT VIEW LP,4,6030 13th Place NW,Washington,DC,20011,1939,Multifamily Housing,Multifamily Housing,60885,60885,88,28.6,29.3,86.4,88.3,193.6,3.2,1429.1,480799,1023.206985,,,Whole Building,Another configuration,38.9639529,-77.03092
PM04008036,3321_0065,4008036,Webster Gardens,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0130 WEBSTER ST NW,WEBSTER GARDENS LP,4,130 Webster St NW,Washington,DC,20011,1921,Multifamily Housing,Multifamily Housing,63189,63189,86,28.4,28.9,87.6,89.3,202.9,3.2,1956.8,512046,480.0744376,,,Whole Building,Whole Building,38.9440846,-77.0135896
PM04008037,0163_0056,4008037,1717 K St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1000 CONNECTICUT AV,CONNECTICUT & K ASSOCIATES LLC,2,1717 K St NW,Washington,DC,20036,2012,Office,Office,430428,406131,92,47.5,47.5,149.3,149.3,2214.5,5.5,6136,5659586,,,,Whole Building,Combination of common and tenant areas,38.9030173,-77.03986805
PM04008040,0407_0816,4008040,The Lexington at Market Square II,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,444 8TH ST NW,LEXINGTON AT MARKET SQUARE II,2,444 8th Street NW,Washington,DC,20004,2002,Multifamily Housing,Multifamily Housing,59631,59631,1,87,86.5,242.6,239.2,541.3,9.1,2248.5,1264700,8749.120961,,,Whole Building,Whole Building,38.8957617,-77.0231069
PM04008041,0491_3139,4008041,Newseum Residences,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,555 PENNSYLVANIA AVE NW,555 PENNSYLVANIA AVE CONDO,2,565 Pennsyvania Ave NW,Washington,DC,20001,2007,Multifamily Housing,Multifamily Housing,389719,145435,80,41.6,41.8,113.6,112.7,620.9,4.3,4079.4,1427157,11764.62666,,,Whole Building,Whole Building,38.89333219,-77.01935233
PM04008538,1708_2440,4008538,4114 Davis Place A Condominium Residence,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,4114 DAVIS PL NW,4114 DAVIS PL CONDO,3,4114 Davis Place NW,Washington,DC,20007,1955,Multifamily Housing,Multifamily Housing,54937,54937,18,48.4,48.7,116,116.3,246.7,4.5,1831,501681.7,9489.22052,,,Whole Building,Whole Building,38.923088,-77.081655
PM04013965,2661_1714,4013965,Fedora Condominiums - Whole Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1451 BELMONT ST NW,THE FEDORA CONDOMINIUM,1,1451 Belmont Street NW,Washington,DC,20009,2008,Multifamily Housing,Multifamily Housing,93388,93388,59,48.4,48.6,136.4,135.9,475.3,5.1,3767.3,1120986,6907.148448,,,Whole Building,Whole Building,38.9205707,-77.0339356
PM04013967,1935_1708,4013967,Georgetown Heights,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2501 WISCONSIN AVE NW,GEORGETOWN HEIGHTS CONDO,3,2501 Wisconsin Avenue NW,Washington,DC,20007,2008,Multifamily Housing,Multifamily Housing,85332,85332,49,42.1,42.5,126.7,127.1,398.2,4.7,2513.3,986540,2292.90974,,,Whole Building,Whole Building,38.9225939,-77.072911
PM04013971,0067_1018,4013971,Dupont West Condominiums,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2141 P ST NW,DUPONT WEST CONDOMINIUM,2,2141 P Street NW,Washington,DC,20057,1980,Multifamily Housing,Multifamily Housing,65008,65008,21,67.6,68.4,184.7,186.9,451.1,6.9,2061.7,1037078,8535.54151,,,Whole Building,Whole Building,38.9099684,-77.0479256
PM04013972,0247_3113,4013972,The Alta Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1133 14TH ST NW,THE ALTA CONDOMINIUM,2,1133 14th Street NW,Washington,DC,20005,2006,Multifamily Housing,Multifamily Housing,89649,89649,1,133.9,137.1,258.1,258.3,948,10.6,3638.5,1476662,69696.18292,,,Whole Building,Whole Building,38.9047062,-77.0315774
PM03412575,Not Available,3412575,Engine Company #18,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,414 8TH STREET SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,414 8TH STREET SE,Washington,DC,20003,1965,Other - Public Services,Other - Public Services,13224,13224,,92.2,95.6,194,194.6,100.3,7.6,,180201,6046.000047,,,Whole Building,,38.88325958,-76.99463684
PM04013982,0176_0062,4013982,Urban Adventures of Washington,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,Data under review by DOEE,1612 U ST NW,URBAN ADVENTURES OF WASH INC,2,1612 U Street NW,Washington,DC,20009,1923,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,53038,46530,,170.8,171.4,387.8,386.5,707.8,15.2,5847.8,1360197,33046.67599,,,Whole Building,Whole Building,38.9167366,-77.0376102
PM03412583,Not Available,3412583,Hardy Middle School / Fillmore Arts Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1819 35TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,1819 35TH STREET NW,Washington,DC,20007,1931,K-12 School,K-12 School,116872,116872,35,72.8,74.5,164.1,163.9,735.4,6.3,,1437033,36054.00027,,,Whole Building,,38.91550903,-77.0686139
PM04013992,0236_0067,4013992,The Ellington - Municipal Benchmarking,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1301 U ST NW,T C ELLINGTON LLC,1,1301 U Street NW,Washington,DC,20009,2004,Multifamily Housing,Multifamily Housing,282029,233792,41,62.7,62.9,148,146.3,1344.1,5.7,8398.8,2693288,54648.38192,,,Whole Building,Whole Building,38.91721762,-77.03066269
PM04014013,1300_1062,4014013,Sheffield Condominiums - Whole Bldg,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2320 WISCONSIN AVE NW,THE SHEFFIELD CONDOMINIUM,3,2320 Wisconsin Avenue NW,Washington,DC,20007,1980,Multifamily Housing,Multifamily Housing,55159,55159,15,77.1,78.2,177.9,179,383.4,7,1900.3,749516,16964.51522,,,Whole Building,Whole Building,38.9225447,-77.0729221
PM03412584,Not Available,3412584,District of Columbia Archives,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1300 NAYLOR COURT NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,1300 NAYLOR COURT NW,Washington,DC,20001,1000,Non-Refrigerated Warehouse,Office,27760,27760,53,79.1,78,202.3,195.9,208.2,7.5,,464101,6130.000019,,,Whole Building,,38.90790757,-77.02478317
PM04014131,2037_1078,4014131,4701 Connecticut Avenue Condominiums - Whole Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,4701 CONNECTICUT AVE NW,4701 CONNECTICUT AVE CONDO,3,4701 Connecticut Avenue NW,Washington,DC,20008,1927,Multifamily Housing,Multifamily Housing,67836,67836,42,79.5,82.6,125.5,127.8,370.4,5.5,2323.7,400339,40245.57597,,,Whole Building,Whole Building,38.9511056,-77.0671707
PM04014509,1802_0823,4014509,The Cathedral Avenue Cooperative LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,4101 CATHEDRAL AVE NW,2058 PARTNERSHIP LP,3,4101 Cathedral Ave NW,Washington,DC,20016,1963,Multifamily Housing,Multifamily Housing,195417,195417,46,59.7,61,115.8,115.8,925.6,4.7,4892.1,1455610,67032.96822,,,Whole Building,Whole Building,38.93049097,-77.07950163
PM04014595,0038_2013,4014595,Three Washington Circle A Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0003 WASHINGTON CIR NW,THE CHANCELLOR CONDO,2,3 Washington Circle NW,Washington,DC,20037,1983,Multifamily Housing,Multifamily Housing,50278,90500,77,54.1,55.1,114.4,115.4,413.7,4.6,3436.1,730658.4,24056.72923,,,Whole Building,Whole Building,38.9031728,-77.0505687
PM04014668,0247_0103,4014668,New York University Washington DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1307 L ST NW,NEW YORK UNIVERSITY,2,1307 L Street - NW,Washington,DC,20005,2012,College/University,College/University,69600,69600,,69.4,70.2,179.4,179.4,474.9,6.8,2661.5,1040110,12791.08564,,,Whole Building,Whole Building,38.9039252,-77.03024679
PM04018269,0195_2212,4018269,The General Scott,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0001 SCOTT CIR NW,THE GENERAL SCOTT CONDO,2,1 Scott Circle N.W,Washington,DC,20036,1941,Multifamily Housing,Multifamily Housing,97595,89945,52,55.5,53.4,174.2,167.6,572.1,6.4,5815.1,1462225,,,,Whole Building,Whole Building,38.9074374,-77.0362612
PM03412586,Not Available,3412586,Lamont Riggs Library,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,5401 SOUTH DAKOTA AVENUE NE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,,5401 SOUTH DAKOTA AVENUE NE,Washington,DC,20011,1000,Library,Library,17927,17927,,82.8,85.2,193.1,192.9,131.5,7.3,,266732,5746.000138,,,Whole Building,,38.95512813,-76.99958432
PM04018293,0217_0805,4018293,1029 Vermont Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1029 VERMONT AV NW,VERMONT ASSOCIATES,2,1029 Vermont Ave NW,Washington,DC,20005,1921,Office,Office,51024,51024,53,60.3,60.6,189.3,190.2,352.9,6.9,1452,901776.4,,,,Whole Building,Whole Building,38.90355506,-77.03284659
PM04018294,1656_0009,4018294,5100 Wisconsin Ave.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,5100 WISCONSIN AVE NW,OURISMAN FLORENZ R,3,5100 Wisconsin Avenue NW,Washington,DC,20016,1965,Office,Office,99790,88651,,60,61.2,150.1,149.9,509.9,5.8,2456.1,1082948,16219.40052,,,Whole Building,Whole Building,38.95637334,-77.08386437
PM04018350,3698_0016,4018350,North capitol at plymouth,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,5233 NORTH CAPITOL ST NE,NORTH CAPITOL AT PLYMOUTH INC,5,5233 N Capitol str NE,Washington,DC,20011,2005,Multifamily Housing,Multifamily Housing,60487,57000,33,46.5,47.3,129.4,130.3,276,4.8,1949.4,644630,4482.799817,,,Whole Building,Whole Building,38.95407554,-77.00866745
PM04018381,0733_0048,4018381,Republican National Committee,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0310 1ST ST SE,REINCE PRIEBUS TRUSTEES,6,0310 1ST St SE,Washington,DC,20003,1971,Office,Office,86102,76757,43,86,85.4,257.8,254.4,729.4,9.5,3030.9,1802800,4525.333333,,,Whole Building,Whole Building,38.88550047,-77.00559024
PM04018408,0031_0028,4018408,Western Presbyterian Church,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2401 VIRGINIA AVE NW,WESTERN PRESBYTERIAN CHURCH TRUSTEES,2,2401 Virginia Avenue N.W.,Washington,DC,20037,1994,Worship Facility,Worship Facility,52404,52404,72,22.4,21.7,70.2,68.2,134.4,2.6,1149.1,343505.9,,,,Whole Building,Whole Building,38.89853884,-77.05196329
PM04018717,0073_0085,4018717,Winston House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,Data under review by DOEE,2140 L ST NW,WINSTON HOUSE ASSOCIATES LLC,2,2140 L Street NW,Washington,DC,20037,1991,Multifamily Housing,Other - Lodging/Residential,212570,200295,,28,28.5,60.1,60.3,479.3,2.4,5517.4,863572,26617.10807,,,Whole Building,Whole Building,38.90359469,-77.04790931
